gene,score,logfc,pval,padj,pct_grp,pct_ref,delta_pct
DYNLT1,10.512785,1.0105973,7.54323022089685e-26,3.759727092839507e-24,0.28215403404320283,0.16570812365204887,0.11644591039115396
TMEM167A,10.501808,0.84443724,8.474106885567474e-26,4.200058274663909e-24,0.33829478665750706,0.22753414809489575,0.11076063856261131
PFN1,10.490491,0.8224771,9.553118698620017e-26,4.7085000250007305e-24,0.35680482405923214,0.2606038820992092,0.09620094196002293
METRN,10.480061,2.0210145,1.0667552955483772e-25,5.248040959544108e-24,0.1686130829707656,0.04888569374550683,0.11972738922525877
GOLIM4,10.337,1.1037384,4.793072263578718e-25,2.33346470045533e-23,0.25757575757575757,0.14234363767074049,0.11523211990501708
C7orf50,10.310891,2.1000023,6.291523131762978e-25,3.055586901616367e-23,0.16189603847034578,0.04385334291876348,0.11804269555158231
LRRC17,10.284976,1.6784048,8.236232435282329e-25,3.978250015922007e-23,0.18624532478436762,0.06973400431344356,0.11651132047092405
P3H1,10.268216,1.7701721,9.79995411462776e-25,4.7164054530652376e-23,0.1770857186474315,0.05966930265995687,0.11741641598747463
PYCR1,10.223151,2.8481266,1.56178830559794e-24,7.489254174461169e-23,0.13941683840928173,0.02192667145938174,0.1174901669499
P3H3,10.218849,1.8177018,1.6326821837874744e-24,7.815105386396044e-23,0.17315472101366308,0.056074766355140186,0.11707995465852289
BCKDHB,10.129243,2.9464371,4.098082128439528e-24,1.9441008897165091e-22,0.13895885810243494,0.02336448598130841,0.11559437212112653
PMEPA1,10.123457,1.0876881,4.347820870808412e-24,2.058898560675513e-22,0.2557820013739409,0.14378145219266714,0.11200054918127378
RPLP0,10.091664,0.23988515,6.014121211799721e-24,2.8429029201542954e-22,0.754980535836959,0.7584471603163192,-0.003466624479360192
NUCB2,10.075899,0.7121567,7.061185284973053e-24,3.3201318279751174e-22,0.38264254637050604,0.27713874910136593,0.10550379726914011
C19orf24,10.071012,27.748894,7.421099633796626e-24,3.4831966938417165e-22,0.11594534768338295,0.0,0.11594534768338295
CTSB,10.067379,1.0686764,7.700245799243968e-24,3.607843560894449e-22,0.26051446454469124,0.15061107117181882,0.10990339337287242
TENT5A,10.0463705,0.9381411,9.53135252580358e-24,4.457920971839752e-22,0.2865811770093886,0.17613227893601727,0.11044889807337135
RBM3,10.038704,0.56284195,1.0301905437521222e-23,4.809849206558678e-22,0.4803068468055874,0.3964773544212797,0.0838294923843077
AC245595.1,10.011341,27.674091,1.3589763673355298e-23,6.322691098885409e-22,0.11525837722311275,0.0,0.11525837722311275
GTF2H5,9.958912,0.98518616,2.305716709333696e-23,1.0689994781877656e-21,0.27558964964506527,0.16714593817397555,0.10844371147108972
LOXL2,9.943177,1.9615142,2.7007297260380866e-23,1.2456178107973576e-21,0.16353713456988017,0.0503235082674335,0.11321362630244666
MXRA8,9.924293,0.7788713,3.264082534325473e-23,1.4976445009825653e-21,0.3429890848026868,0.2372393961179008,0.10574968868478601
SERP1,9.912256,0.7174593,3.682338355723766e-23,1.686637944106165e-21,0.3724143195175941,0.2731847591660676,0.09922956035152647
PALLD,9.89132,0.84015167,4.540004977326833e-23,2.0723328561454407e-21,0.31543393634073735,0.20884255930984902,0.10659137703088833
CUTA,9.859892,0.97778916,6.211619958332312e-23,2.8304956400181167e-21,0.26597206320128236,0.15384615384615385,0.1121259093551285
PPP1CB,9.85019,0.9913857,6.841452485846744e-23,3.112157992106243e-21,0.2765819403099,0.1710999281092739,0.10548201220062611
IGFBP4,9.796859,0.5466963,1.1614100763815232e-22,5.274191468231033e-21,0.5237386459048927,0.4485981308411215,0.07514051506377123
MLEC,9.79325,1.1884311,1.2036392564756259e-22,5.4566348954831866e-21,0.2235325547668117,0.11250898634076203,0.11102356842604966
IGF2-1,9.79255,27.931599,1.2119970881114315e-22,5.485164334372792e-21,0.1127394855354553,0.0,0.1127394855354553
SPON1,9.782014,1.0853418,1.3450673808904823e-22,6.077051027336149e-21,0.2343332570032822,0.1207764198418404,0.1135568371614418
MYL12A,9.711237,0.52173305,2.7003954579292193e-22,1.2118024617457372e-20,0.5192733379131365,0.44572250179726813,0.07355083611586832
ISOC2,9.701521,1.8430117,2.970376446786495e-22,1.3284683617058927e-20,0.163727959697733,0.052839683680805175,0.11088827601692781
CCDC80,9.684958,0.36516893,3.4934919245718924e-22,1.5545746477081558e-20,0.8121899091672391,0.7918763479511143,0.02031356121612482
FAM114A1,9.582051,0.8408162,9.513602841828638e-22,4.1913494709124305e-20,0.30058774139378674,0.19734004313443565,0.1032476982593511
PDLIM7,9.55862,2.5050554,1.1933714545285563e-21,5.2401828200009294e-20,0.13850087779558812,0.029115744069015098,0.10938513372657302
LOXL1,9.522421,2.475771,1.691911510177147e-21,7.380512508927109e-20,0.13659262651705978,0.02695902228612509,0.10963360423093468
S100A16,9.520588,0.9889148,1.7220185775229808e-21,7.499532054176313e-20,0.25883520341958627,0.15348670021567218,0.10534850320391409
ECM1,9.510036,0.91866225,1.9059570345352154e-21,8.273472970500414e-20,0.2778795511792993,0.17505391804457224,0.10282563313472706
PLOD1,9.463782,1.9995015,2.970010380423895e-21,1.2829478986396942e-19,0.14995038546675826,0.040977713874910136,0.10897267159184812
DDIT4,9.463463,1.4702066,2.9790982631964703e-21,1.28478448798827e-19,0.18338294786657508,0.07476635514018691,0.10861659272638817
P3H4,9.328517,2.324661,1.0736209983029602e-20,4.600292813051039e-19,0.13785207236088848,0.03055355859094177,0.1072985137699467
BRI3,9.323304,0.5100905,1.1277245434149943e-20,4.816580421280183e-19,0.49912220441187694,0.42595255212077643,0.0731696522911005
NDUFB2,9.276948,0.54284984,1.7440312796587888e-20,7.389463313463379e-19,0.4643157010915197,0.38066139468008625,0.08365430641143345
CREB3L1,9.22219,1.4589607,2.910921771722017e-20,1.2313940730504316e-18,0.18281047248301657,0.07872034507548527,0.1040901274075313
TROVE2,9.219053,27.599941,2.99735992124767e-20,1.2659437785034276e-18,0.1061369361117472,0.0,0.1061369361117472
RCN1,9.21615,0.757665,3.079588276335925e-20,1.2986086055419078e-18,0.324898862682238,0.2293314162473041,0.0955674464349339
HSP90B1,9.212004,0.3971108,3.2009395169065417e-20,1.3476411918564055e-18,0.5923975269063431,0.5460100647016535,0.04638746220468959
PSMA7,9.151589,0.44322968,5.610185412742564e-20,2.3507915721596047e-18,0.554575986565911,0.49065420560747663,0.06392178095843437
PTP4A1,9.076508,27.54058,1.1211481758595497e-19,4.661098973377903e-18,0.1044958400122128,0.0,0.1044958400122128
TMEM208,9.070642,0.9147678,1.1831751280996864e-19,4.9112860082962916e-18,0.2620792305930845,0.16247304097771387,0.09960618961537065
NT5DC2,9.046958,2.9655986,1.4700635372303827e-19,6.083132076333698e-18,0.12247156705594993,0.018691588785046728,0.1037799782709032
LGMN,8.988134,1.7542303,2.5146348896137265e-19,1.0325160815684429e-17,0.15472101366307917,0.05176132278936017,0.10295969087371899
DRAP1,8.947456,0.7679976,3.6376726527010683e-19,1.4867447952562552e-17,0.30615983512708955,0.2102803738317757,0.09587946129531386
HIF1A,8.8871975,0.9586723,6.266949494162786e-19,2.5495831586819078e-17,0.24914128692466225,0.15240833932422718,0.09673294760043508
