gene,score,logfc,pval,padj,pct_grp,pct_ref,delta_pct
GGCT,28.620232,1.512446,3.7635093785006265e-180,1.5760233781821846e-178,0.904627539503386,0.3652416356877323,0.5393859038156537
COMMD4,28.571234,1.4714841,1.5305780533538588e-179,6.40218934317157e-178,0.9181715575620768,0.38429368029739774,0.5338778772646791
HDLBP,28.554796,0.94468844,2.449066832515497e-179,1.0232402519414064e-177,0.9881489841986456,0.8726765799256505,0.1154724042729951
SDF4,28.536448,1.2128233,4.137568306448276e-179,1.7247722097495094e-177,0.9746049661399548,0.5966542750929368,0.37795069104701806
RPS21,28.476803,0.45679876,2.2702920223304495e-178,9.453093062263306e-177,0.9977426636568849,0.9962825278810409,0.0014601357758440292
NEK6,28.458822,1.9923712,3.790098233333986e-178,1.5763363106820896e-176,0.6879232505643341,0.11338289962825279,0.5745403509360814
RPL17,28.41431,0.4803725,1.3459727704162917e-177,5.579003782246463e-176,0.9988713318284425,0.9972118959107806,0.0016594359176618223
OLFML3,28.407473,1.125017,1.6349845957293088e-177,6.769280113539898e-176,0.9774266365688488,0.8122676579925651,0.1651589785762837
GORASP2,28.396246,1.4897308,2.2499170852016366e-177,9.304741843884734e-176,0.8905191873589164,0.32899628252788105,0.5615229048310354
ZNF580,28.391842,1.6607445,2.5499324906303253e-177,1.0533581168969514e-175,0.7900677200902935,0.19981412639405205,0.5902535936962414
LIMS1,28.370848,1.0889281,4.630612295064916e-177,1.9107148816164142e-175,0.9762979683972912,0.7616171003717472,0.21468086802554398
FH,28.356138,1.5872433,7.031671555603005e-177,2.898188951971509e-175,0.8476297968397292,0.27137546468401486,0.5762543321557143
COPB1,28.346142,1.1610359,9.338560392189972e-177,3.84467165752703e-175,0.9621896162528216,0.6561338289962825,0.30605578725653915
YWHAB,28.324284,0.8600367,1.736241684867817e-176,7.140050074849674e-175,0.9909706546275395,0.9014869888475836,0.08948366577995592
BLOC1S1,28.320658,1.22982,1.924181079956021e-176,7.904043493422039e-175,0.9700902934537246,0.5855018587360595,0.384588434717665
NDUFA9,28.315165,1.5932723,2.248465113272186e-176,9.215433722929677e-175,0.8487584650112867,0.2620817843866171,0.5866766806246696
ELP5,28.303358,1.5805304,3.142197247989364e-176,1.286402900183565e-174,0.858352144469526,0.2820631970260223,0.5762889474435038
RPS28,28.283312,0.41696078,5.544618151939689e-176,2.267408093418912e-174,0.9988713318284425,0.9981412639405205,0.0007300678879219591
TRADD,28.28225,1.844837,5.713868553245863e-176,2.3340132706339126e-174,0.7279909706546276,0.14730483271375464,0.580686137940873
PSMG3,28.280338,1.4987289,6.031627297502854e-176,2.461065318713539e-174,0.8820541760722348,0.31226765799256506,0.5697865180796697
MME,28.267794,2.00666,8.603055311319209e-176,3.506367754947473e-174,0.713882618510158,0.15427509293680297,0.559607525573355
RPS16,28.257133,0.40563652,1.1632341514756998e-175,4.735747490991169e-174,0.9966139954853274,0.9967472118959108,-0.00013321641058339218
SELENOM,28.235317,0.74011254,2.155916725013217e-175,8.767394681720416e-174,0.9887133182844243,0.9711895910780669,0.01752372720635742
ERLEC1,28.170532,1.2577606,1.3431882108185516e-174,5.450187196891241e-173,0.9571106094808126,0.5571561338289963,0.3999544756518163
SPOCD1,28.124548,7.39254,4.90867180798689e-174,1.9873604886318605e-172,0.5242663656884876,0.0027881040892193307,0.5214782615992682
SEC23A,28.10368,1.3116937,8.83247402507918e-174,3.5720281692585413e-172,0.9503386004514672,0.4972118959107807,0.45312670454068654
PGM3,28.082146,1.3382812,1.618592157600533e-173,6.538683550571691e-172,0.9379232505643341,0.47862453531598514,0.459298715248349
PSMD9,28.078224,1.2911314,1.8072681227003824e-173,7.292834982451378e-172,0.9520316027088036,0.4962825278810409,0.4557490748277627
NDUFAF2,28.069786,1.341094,2.2910303866176554e-173,9.234770060595396e-172,0.945823927765237,0.479089219330855,0.46673470843438203
ANXA6,28.056337,1.2267349,3.343166652283838e-173,1.3460935035598292e-171,0.9644469525959368,0.5859665427509294,0.3784804098450074
UQCRC1,28.046001,1.4491428,4.4691352023439385e-173,1.7955032755849415e-171,0.9057562076749436,0.3805762081784387,0.525179999496505
LAMB1,28.03673,1.3523602,5.798258787069395e-173,2.326932802705481e-171,0.9610609480812641,0.5111524163568774,0.4499085317243867
MRPL36,28.035482,1.43524,6.004631879272399e-173,2.407114203519932e-171,0.9068848758465011,0.39776951672862454,0.5091153591178765
ARFGAP1,28.015549,1.7250068,1.0505470577606614e-172,4.202188231042646e-171,0.7866817155756207,0.21468401486988847,0.5719977007057322
PSMD13,27.993252,1.3301911,1.9631511231178798e-172,7.835477765116074e-171,0.9345372460496614,0.45678438661710036,0.477752859432561
