gene,score,logfc,pval,padj,pct_grp,pct_ref,delta_pct,secreted,membrane
PAG1,2.2580204,0.036118567,0.023944391144184254,0.09730364597039276,0.1383587786259542,0.08838821490467938,0.04997056372127481,False,False
OAS2,2.2577827,0.67792755,0.023959209568896588,0.09735206815139978,0.06583969465648855,0.02151935297515887,0.04432034168132968,False,False
SHROOM4,2.2576675,2.0289948,0.023966397122072172,0.09736947627862587,0.05057251908396947,0.00707683419988446,0.043495684884085006,False,False
FAM199X,2.2563498,-0.010783503,0.024048737855441094,0.09769217177759004,0.12309160305343511,0.07351242056614674,0.049579182487288376,False,False
SRPK3,2.2549958,2.2339826,0.0241335836748867,0.09800122645457683,0.05057251908396947,0.007221259387637204,0.04335125969633226,False,False
COPRS,2.2549312,0.042035554,0.024137651944323126,0.09800588025529165,0.6307251908396947,0.4690930098209128,0.1616321810187819,False,False
PBXIP1,2.252202,-0.17697634,0.02430951187361505,0.0986917333515678,0.2480916030534351,0.17879838243789717,0.06929322061553794,False,True
NDE1,2.250553,-0.17835534,0.024413866570587885,0.09909140228057321,0.16603053435114504,0.11062969381860197,0.05540084053254307,False,False
PLEKHM3,2.2477877,0.28735447,0.024589725756356196,0.09979310532631583,0.08874045801526717,0.04303870595031774,0.04570175206494943,False,False
NOP14-AS1,2.2462468,0.0943195,0.024688206054325326,0.10017226907910787,0.0982824427480916,0.05155979202772964,0.04672265072036196,False,False
ALKBH4,2.24557,-0.027575297,0.02473157163968335,0.10033233937966615,0.10973282442748092,0.06166955517042172,0.0480632692570592,False,False
KIF7,2.2445257,0.56375486,0.024798594750443537,0.10057990938933067,0.08015267175572519,0.03552859618717504,0.044624075568550144,False,False
ZNF584,2.2424088,0.5795731,0.024934972879735628,0.10112081262884806,0.07538167938931298,0.030906990179087233,0.044474689210225744,False,True
ZBTB21,2.2421205,-0.1496768,0.024953577826869053,0.1011840277061461,0.32156488549618323,0.23743500866551126,0.08412987683067197,False,False
C17orf75,2.2411342,0.24076605,0.025017390888701953,0.1014305192970607,0.09732824427480916,0.0511265164644714,0.04620172781033775,False,False
CXorf38,2.2403133,-0.05492697,0.02507059846349709,0.10163395760531432,0.12881679389312978,0.07885615251299827,0.04996064138013151,False,False
CU638689.4,2.2392113,0.28875512,0.02514216259146188,0.10191175356447287,0.08492366412213741,0.039572501444251874,0.04535116267788553,False,False
INTS7,2.238837,0.9467444,0.02516652527145868,0.10199817819385876,0.06393129770992366,0.020219526285384173,0.04371177142453948,False,False
TUBE1,2.2382681,-0.14585395,0.0252035769098334,0.1021360031901876,0.15553435114503816,0.10153090699017908,0.05400344415485908,False,False
CFAP44,2.2368279,0.60820407,0.02529758967530961,0.10249984612429973,0.08015267175572519,0.03581744656268053,0.044335225193044656,False,False
TBC1D4,2.236799,-0.01903043,0.025299473022152578,0.10249984612429973,0.14885496183206107,0.09690930098209127,0.051945660849969794,False,False
MFSD3,2.236115,0.11029317,0.025344238187667963,0.10266880786785942,0.09732824427480916,0.050837666088965915,0.04649057818584324,False,True
SGIP1,2.2360141,0.58584005,0.025350840951140065,0.10268315263518545,0.08874045801526717,0.04404968226458694,0.04469077575068023,False,False
PINK1,2.234286,-0.0796623,0.025464262893902655,0.10313011096917125,0.3883587786259542,0.2900057770075101,0.09835300161844407,False,False
BRAP,2.2329178,-0.041780267,0.02555436640300605,0.10348253325573738,0.11259541984732824,0.06426920854997112,0.04832621129735712,False,False
WASHC3,2.2326226,-0.024538426,0.025573845933079334,0.1035489128218779,0.5982824427480916,0.42937608318890813,0.16890635955918348,False,False
XPO4,2.232428,0.41680473,0.02558668093020964,0.1035883757891563,0.08206106870229007,0.03726169844020797,0.044799370262082104,False,False
UBIAD1,2.232313,0.048837684,0.025594289483687555,0.10360667238429852,0.10687022900763359,0.05950317735413056,0.04736705165350302,False,True
PARP9,2.2313983,-0.054761577,0.025654751831331514,0.1038263626063951,0.15458015267175573,0.1022530329289428,0.05232711974281293,False,False
ANGPTL6,2.2304263,3.2601597,0.025719158259923682,0.10407446063239871,0.04580152671755725,0.0030329289428076256,0.042768597774749624,True,False
BCL2L2,2.2297494,-0.084901504,0.025764086764730514,0.10424368945777922,0.13454198473282442,0.0839110340843443,0.05063095064848011,False,True
HSCB,2.2287123,-0.21654242,0.025833045045220968,0.10449748700116039,0.21374045801526717,0.14991334488734837,0.0638271131279188,False,False
ZFP1,2.2257817,0.24951205,0.026028811686192352,0.10527668672594297,0.0868320610687023,0.0415944540727903,0.045237606995912,False,False
C9orf64,2.2256231,0.11121292,0.02603943010614715,0.10530693439044532,0.10114503816793893,0.05444829578278452,0.046696742385154415,False,False
ARPIN,2.2242334,-0.19411479,0.02613274324282695,0.1056715629223451,0.1898854961832061,0.13070479491623338,0.059180701266972724,False,False
AC003681.1,2.2241325,1.444332,0.02613952330100955,0.10568623658460015,0.05820610687022901,0.015164644714038129,0.04304146215619088,False,False
CTH,2.223967,0.010138178,0.026150665268841546,0.10571854047570008,0.10687022900763359,0.0596476025418833,0.04722262646575028,False,False
CTDP1,2.22221,0.529908,0.026269120010054478,0.10617181813656387,0.08206106870229007,0.037839399191218946,0.04422166951107113,False,False
SIDT2,2.221677,-0.16057687,0.026305136325439304,0.10630457429600956,0.16793893129770993,0.11265164644714037,0.05528728485056955,False,True
BANP,2.2215548,-0.25044584,0.02631341636875732,0.10632522387655216,0.21851145038167938,0.15352397458116696,0.06498747580051242,False,False
USP24,2.2213962,-0.14588828,0.02632413506209112,0.10635572120376002,0.16316793893129772,0.10875216637781629,0.05441577255348143,False,False
KCNAB2,2.220849,0.9094923,0.02636119231040887,0.10649261234720461,0.0648854961832061,0.02151935297515887,0.043366143208047235,False,False
VPS13C,2.2201865,-0.14425328,0.02640611138641717,0.10666122650580019,0.38263358778625955,0.28350664355863664,0.09912694422762292,False,False
YEATS4,2.2197905,-0.14162429,0.02643299675546288,0.10674508325652114,0.15076335877862596,0.09792027729636049,0.052843081482265464,False,False
SCAP,2.2197473,0.0009953358,0.026435931135048576,0.10674508325652114,0.16030534351145037,0.10831889081455806,0.05198645269689231,False,True
CBWD5,2.21974,0.08241667,0.026436420225674297,0.10674508325652114,0.11164122137404581,0.0645580589254766,0.04708316244856921,False,False
TMEM39B,2.2192144,-0.25073206,0.026472144963732302,0.10687646536579438,0.18702290076335878,0.12723859041016752,0.05978431035319126,False,True
FZD9,2.2189624,3.5830283,0.02648928804983577,0.10692389051851908,0.04484732824427481,0.002310803004043905,0.0425365252402309,False,True
RNASEH2B-AS1,2.218948,3.559252,0.026490267944372804,0.10692389051851908,0.04484732824427481,0.002310803004043905,0.0425365252402309,False,False
METTL8,2.2185736,-0.0009175857,0.02651575619627239,0.10700497213086306,0.13549618320610687,0.08578856152512998,0.04970762168097689,False,False
OFD1,2.218559,-0.19963409,0.02651673693659738,0.10700497213086306,0.27958015267175573,0.20335066435586366,0.07622948831589207,False,False
SCRIB,2.2170324,0.17594247,0.026620873279598233,0.107412277195761,0.11354961832061068,0.06672443674176777,0.04682518157884291,False,False
DPH5,2.2165284,-0.14720272,0.02665533540653698,0.10753839033615269,0.1450381679389313,0.09286539572501444,0.05217277221391685,False,False
CDK5R1,2.2145698,1.030197,0.02678961139076423,0.10804112395664392,0.06393129770992366,0.02079722703639515,0.04313407067352851,False,False
ATR,2.2135472,0.31486917,0.026859943130530892,0.10830472034583533,0.08206106870229007,0.03740612362796072,0.04465494507432936,False,True
AMOTL1,2.2135255,-0.2562507,0.026861430730414998,0.10830472034583533,0.3988549618320611,0.28350664355863664,0.11534831827342445,False,False
ENGASE,2.2117326,0.18166365,0.02698514976096004,0.10879047393714124,0.08587786259541985,0.040872328134026574,0.04500553446139328,False,False
MED22,2.2113438,0.059580415,0.027012045208292867,0.10887272830137318,0.1049618320610687,0.05849220103986135,0.046469631021207346,False,False
LINC00346,2.209025,2.026867,0.027172902630279366,0.10949475050033754,0.04961832061068702,0.00707683419988446,0.04254148641080256,False,False
KIAA1551,2.208521,-0.12566105,0.027207980824686444,0.10960976106886894,0.17748091603053434,0.12203928365106875,0.05544163237946559,False,False
PROB1,2.2083626,2.637713,0.027219013468067703,0.10964103695556746,0.046755725190839696,0.004332755632582322,0.042422969558257376,False,False
CAPN10,2.2081249,0.36589375,0.027235569671839502,0.10969455213812336,0.08587786259541985,0.04130560369728481,0.04457225889813504,False,False
MT-CO3,2.2073689,0.07415526,0.027288306330946296,0.10989375813247801,1.0,0.9995667244367418,0.0004332755632582286,False,True
TBC1D13,2.2063751,0.19529477,0.027357751356954046,0.11016019510259632,0.10019083969465649,0.05444829578278452,0.04574254391187197,False,False
MAP1S,2.206051,0.028144164,0.02738042941778106,0.11022504402995333,0.11927480916030535,0.07120161756210283,0.048073191598202517,False,False
TPCN2,2.2055542,0.5123356,0.027415233945253227,0.1103519102323455,0.07633587786259542,0.03249566724436742,0.043840210618228,False,True
AASDH,2.2048845,-0.1302771,0.027462204782502178,0.11051444972348909,0.15553435114503816,0.1025418833044483,0.05299246784058986,False,True
PPIL4,2.2039914,-0.11483067,0.02752494054727252,0.11075362400413027,0.5009541984732825,0.3610629693818602,0.13989122909142226,False,False
ATAT1,2.2034945,0.20533249,0.027559903470141305,0.11088100318877149,0.08587786259541985,0.04101675332177932,0.04486110927364053,False,False
MTERF1,2.2029042,0.8189999,0.027601503416571558,0.11103505116768345,0.0648854961832061,0.021808203350664357,0.04307729283254175,False,False
GPT2,2.2011182,1.4782726,0.027727647639525115,0.11151575087353319,0.05438931297709924,0.011842865395725015,0.04254644758137422,False,False
OTUD4,2.2009816,-0.23280986,0.02773733238482147,0.1115413253623672,0.23759541984732824,0.16955517042172155,0.06804024942560669,False,False
ZNF248,2.2001605,-0.105234094,0.02779550213486142,0.1117618451743175,0.1269083969465649,0.07784517619872906,0.049063220747835826,False,False
LIN54,2.1984973,0.19499908,0.027913695002389886,0.11221017655401558,0.08969465648854962,0.044771808203350666,0.04492284828519895,False,False
CRYZL1,2.1964233,-0.19672444,0.02806165897323437,0.11278621934242708,0.1803435114503817,0.1231946851530907,0.05714882629729098,False,False
XRCC6,2.1963944,0.036347542,0.028063718779073113,0.11278621934242708,0.6803435114503816,0.494367417677643,0.18597609377273866,False,False
SDHAF3,2.1960127,-0.26876926,0.02809102351169182,0.11288242829320876,0.23759541984732824,0.16767764298093588,0.06991777686639236,False,False
ARID2,2.194587,-0.18124098,0.028193232518926848,0.11327957735950266,0.23950381679389313,0.17215482380127095,0.06734899299262218,False,False
EPS15L1,2.194191,-0.0675427,0.028221680721922594,0.11338029804166745,0.1383587786259542,0.08809936452917388,0.05025941409678031,False,False
AL356479.1,2.193298,2.4298031,0.028285909253097728,0.11362472446165908,0.046755725190839696,0.00462160600808781,0.04213411918275189,False,False
CAVIN4,2.192578,1.5260286,0.028337798160949824,0.11380590045766198,0.05248091603053435,0.010109763142692086,0.04237115288784226,False,False
ZNF692,2.1906986,0.5713985,0.028473614730673075,0.11433765455427605,0.07729007633587787,0.033795493934142114,0.04349458240173575,False,False
ATRIP,2.1887326,0.9359417,0.02861627535926227,0.11488300730176418,0.06297709923664122,0.020219526285384173,0.04275757295125704,False,False
SMCO3,2.1872492,3.108969,0.028724331148010523,0.1152913162821735,0.04484732824427481,0.0028885037550548816,0.04195882448921993,False,True
PLEKHM1,2.187242,0.03997256,0.028724856546420232,0.1152913162821735,0.16412213740458015,0.11250722125938764,0.05161491614519251,False,False
SELENOT,2.1870837,-0.20244633,0.028736417405246906,0.11532391611070608,0.44274809160305345,0.3119584055459272,0.13078968605712626,False,True
MTERF3,2.1868172,-0.03761996,0.028755869703261386,0.11538817397798282,0.12118320610687022,0.07307914500288851,0.048104061103981716,False,False
CENPW,2.185305,-0.009195878,0.028866489567891666,0.1158181992018125,0.1297709923664122,0.08131138070479492,0.04845961166161729,False,False
AC025159.1,2.18452,-0.16212383,0.028924050836291508,0.11603526518511299,0.14980916030534353,0.09777585210860774,0.05203330819673578,False,False
FKRP,2.1838071,0.46839136,0.028976416854301593,0.11623143983489616,0.07442748091603053,0.030906990179087233,0.0435204907369433,True,True
GYS1,2.1813877,0.9971988,0.029154752896670532,0.11691882131394671,0.06393129770992366,0.021374927787406125,0.04255636992251753,False,False
PPIG,2.1812508,0.04374951,0.02916486553001889,0.11694539217429144,0.7204198473282443,0.5450606585788561,0.17535918874938816,False,False
PTPRD-AS1,2.1796234,2.9741983,0.02928538432215495,0.11740057606937995,0.04484732824427481,0.0030329289428076256,0.04181439930146718,False,False
VTI1A,2.1793714,0.032285623,0.029304087003876864,0.11746151188431006,0.11068702290076336,0.06426920854997112,0.046417814350792244,False,True
EMB,2.178745,1.2530911,0.029350621053590098,0.11763397811846375,0.05343511450381679,0.011265164644714038,0.04216994985910275,False,True
PRKCE,2.1776073,-0.13051537,0.029435293746240418,0.11793965661281597,0.14885496183206107,0.097631426920855,0.05122353491120607,False,False
KIAA1328,2.1761167,-0.028079152,0.02954654360993767,0.11836263492475987,0.125,0.07697862507221259,0.04802137492778741,False,False
PPM1K,2.1759005,-0.25582692,0.029562696744611296,0.11841319997859473,0.29770992366412213,0.21548238012709417,0.08222754353702796,False,False
KIF21A,2.1757061,0.1253479,0.02957724105919288,0.11845730960630653,0.09732824427480916,0.052281917966493355,0.0450463263083158,False,False
NAA40,2.1756198,0.981075,0.029583707174161963,0.11846905924860225,0.06774809160305344,0.025274407856730213,0.042473683746323224,False,False
NAXD,2.175267,-0.016125713,0.029610123096351186,0.11856068629482164,0.11927480916030535,0.07163489312536106,0.04763991603494429,False,False
LSMEM1,2.1751804,-0.25440443,0.02961659539317959,0.11856477078594112,0.23377862595419846,0.16681109185441942,0.06696753409977904,False,True
EPSTI1,2.175159,-0.16359957,0.029618213657481504,0.11856477078594112,0.191793893129771,0.13474870017331023,0.057045192956460766,False,True
FSD1L,2.1740427,0.7054259,0.02970192750601378,0.11888569575088795,0.06583969465648855,0.023108030040439053,0.04273166461604949,False,True
PNPLA2,2.1718752,-0.19867739,0.029865075716635905,0.11948167832333711,0.37690839694656486,0.27469670710571925,0.10221168984084561,False,False
ELMO2,2.1713712,0.10695802,0.029903127389315456,0.11961964293688714,0.10305343511450382,0.057481224725592146,0.045572210388911676,False,False
MX1,2.1712847,-0.11283556,0.029909654716317232,0.11963148477946897,0.14790076335877864,0.09777585210860774,0.05012491125017089,False,False
TRIM4,2.1710038,-0.24395663,0.02993087698877685,0.11970209306577606,0.14408396946564886,0.09214326978625072,0.05194069967939814,False,False
PAX6,2.1706295,6.0621276,0.029959193486923837,0.11979766179216032,0.04198473282442748,0.0004332755632582322,0.041551457261169246,False,True
SURF2,2.1705935,-0.18954399,0.02996191744029581,0.11979766179216032,0.2099236641221374,0.14818024263431542,0.06174342148782197,False,False
AC079922.2,2.1702838,1.0024196,0.029985352228773375,0.11987707033598777,0.061068702290076333,0.01877527440785673,0.042293427882219604,False,False
METTL2B,2.169938,-0.10874332,0.030011530600975136,0.11996742709124006,0.13072519083969467,0.08174465626805315,0.04898053457164152,False,True
HNRNPK,2.169283,0.15243407,0.030061214358453606,0.1201252628663619,0.9017175572519084,0.7940496822645869,0.10766787498732144,False,False
NT5M,2.1692758,0.77277416,0.030061760726262016,0.1201252628663619,0.06393129770992366,0.021374927787406125,0.04255636992251753,False,False
CCDC115,2.169146,-0.25458518,0.030071596806368,0.12015025180986061,0.36927480916030536,0.26357596764875796,0.1056988415115474,False,False
NELFA,2.168714,-0.16071121,0.03010440371937095,0.12026700320908433,0.1316793893129771,0.08217793183131138,0.04950145748166572,False,False
U47924.2,2.1685195,1.3250206,0.030119176862619616,0.1203116905215027,0.05248091603053435,0.010543038705950318,0.04193787732458403,False,False
PDE3B,2.1678786,1.980662,0.03016791764481768,0.12046334348992681,0.04866412213740458,0.006932409012131715,0.041731713125272865,False,True
CUL7,2.1677778,0.23637989,0.030175590900550442,0.1204796390026977,0.0916030534351145,0.04722703639514731,0.04437601703996719,False,False
DCAF17,2.166532,0.35,0.03027054891629819,0.12084438394891188,0.0715648854961832,0.028451761987290585,0.04311312350889261,False,True
SMYD5,2.1656249,0.4426558,0.030339870583309274,0.12110671026220263,0.07538167938931298,0.032206816868861926,0.04317486252045105,False,False
APCDD1L,2.1648254,2.7168794,0.03040105262804123,0.12132204938591704,0.046755725190839696,0.005199306759098787,0.04155641843174091,False,True
AL096865.1,2.1645231,1.8929441,0.030424230214397274,0.12140009909939985,0.04961832061068702,0.007943385326400924,0.0416749352842861,False,False
NADSYN1,2.1631405,0.0655503,0.03053037829965204,0.12179467436823244,0.10687022900763359,0.060947429231658,0.04592279977597558,False,False
DGKA,2.162838,0.37360963,0.03055364054831698,0.12187297772472108,0.08492366412213741,0.04130560369728481,0.0436180604248526,False,False
SCAMP5,2.1616714,1.9037623,0.030643509019575042,0.12220237877509009,0.05057251908396947,0.008954361640670132,0.04161815744329933,False,True
ZNF699,2.161578,0.71870667,0.030650730515983812,0.12221664487517121,0.06870229007633588,0.026140958983246677,0.042561331093089204,False,False
METTL13,2.1613905,0.17269515,0.030665177893302958,0.12225971661740306,0.10209923664122138,0.05704794916233391,0.04505128747888747,False,False
DHX16,2.1607497,0.068183236,0.030714676656100198,0.12244250869990354,0.12309160305343511,0.07625649913344887,0.04683510391998624,False,False
SERAC1,2.1604257,0.47873682,0.03073973022458411,0.12252781938104373,0.07919847328244274,0.03610629693818602,0.04309217634425672,False,True
GPN3,2.1593382,-0.23140699,0.030823927136833924,0.12284882570589852,0.25763358778625955,0.18558636626227615,0.0720472215239834,False,False
ZNF212,2.1572356,1.2604028,0.030987306761116003,0.12345596271730916,0.05916030534351145,0.01733102253032929,0.04182928281318216,False,False
AP3S2,2.1569188,0.2142311,0.031011989938415935,0.12353962686240572,0.10400763358778627,0.05906990179087233,0.04493773179691394,False,False
CEND1,2.155709,5.8262086,0.031106390091385817,0.12390096328799259,0.04198473282442748,0.0007221259387637204,0.04126260688566376,False,True
PLCD3,2.1549313,-0.036413208,0.031167206043018574,0.12412845936002337,0.1650763358778626,0.11322934719815136,0.05184698867971124,False,False
C2orf74,2.1541247,-0.30845582,0.03123038218288657,0.12436530012463189,0.21087786259541985,0.14731369150779897,0.06356417108762089,False,True
MUC12,2.1534553,-0.014391074,0.03128292441509711,0.12455974344455978,0.13740458015267176,0.08838821490467938,0.04901636524799238,False,True
NBPF10,2.153167,0.49127302,0.031305546540618394,0.12463502135318848,0.07729007633587787,0.03437319468515309,0.04291688165072478,False,False
RTL10,2.152015,0.8122976,0.031396175455810096,0.12498100088272511,0.06965648854961833,0.027440785673021374,0.042215702876596956,False,False
TUFT1,2.148148,-0.012060893,0.031701996009708404,0.12618342537070978,0.16125954198473283,0.11019641825534374,0.05106312372938909,True,False
KIAA1755,2.147709,0.57554096,0.03173689643596917,0.1263073493140541,0.08110687022900763,0.03841709994222992,0.04268977028677771,False,False
CEP83,2.14732,-0.11301364,0.03176781938188437,0.12641541604528214,0.1650763358778626,0.11265164644714037,0.05242468943072223,False,False
HECA,2.1456132,-0.122109525,0.031903842450321414,0.12694163816572304,0.3148854961832061,0.23483535528596186,0.08005014089724424,False,False
LYAR,2.1453326,-0.273922,0.03192627376797588,0.12701582083397095,0.2366412213740458,0.16825534373194684,0.06838587764209897,False,False
LINC02256,2.1448357,0.42121616,0.03196599306622106,0.12715875642923996,0.08110687022900763,0.03827267475447718,0.04283419547453045,False,False
GABRA5,2.1439571,24.167233,0.03203632505381386,0.12742341907670887,0.04103053435114504,0.0,0.04103053435114504,False,True
DHFR,2.1434243,0.32756123,0.03207905003230529,0.12756309935777269,0.0868320610687023,0.043327556325823226,0.04350450474287907,False,False
ZFYVE19,2.1427186,0.029558849,0.03213570691652606,0.1277732470143985,0.125,0.0779896013864818,0.0470103986135182,False,False
GRHPR,2.1425025,-0.01256512,0.032153067996029315,0.12782712120090461,0.6202290076335878,0.4475736568457539,0.1726553507878339,False,False
PIGN,2.1393485,0.07034219,0.03240745654818701,0.1287774025726417,0.09541984732824428,0.05098209127671866,0.04443775605152562,False,True
IGF2-AS,2.1392908,4.641289,0.03241211890287269,0.12877794965968256,0.04198473282442748,0.0010109763142692085,0.04097375651015827,False,False
DHRS4-AS1,2.1392334,-0.22050454,0.03241678183218063,0.12877794965968256,0.15458015267175573,0.1022530329289428,0.05232711974281293,False,False
TRMT10A,2.1392045,0.33505595,0.032419113512335264,0.12877794965968256,0.07729007633587787,0.03437319468515309,0.04291688165072478,False,False
ZNF570,2.1390316,0.26444075,0.032433106610708036,0.12881827682495572,0.08778625954198473,0.04419410745233969,0.043592152089645037,False,False
RRS1,2.138441,0.12234629,0.032480955409925884,0.12899304707378262,0.09446564885496184,0.0501155401502022,0.04435010870475964,False,False
RBM34,2.138117,0.9791842,0.032507239585938624,0.12908214554028055,0.06202290076335878,0.020363951473136917,0.04165894929022186,False,False
ZNF628,2.1357696,0.3202823,0.03269819847338178,0.1298250479934034,0.08778625954198473,0.04433853264009243,0.043447726901892296,False,False
RAB11FIP2,2.135316,-0.19724473,0.03273521212130351,0.12995662217380174,0.25286259541984735,0.18298671288272675,0.0698758825371206,False,False
GLE1,2.1350207,0.22444008,0.0327593196362193,0.1300369347803909,0.08874045801526717,0.044916233391103406,0.043824224624163764,False,False
GPN2,2.1346319,0.075114,0.03279109419306025,0.13013225855482838,0.11259541984732824,0.0668688619295205,0.045726557917807734,False,False
TNK2,2.1312258,0.5063415,0.03307054543762378,0.1311740242159825,0.07347328244274809,0.03119584055459272,0.04227744188815537,False,False
PLPP7,2.131197,1.0227277,0.033072917326843664,0.1311740242159825,0.061068702290076333,0.01949740034662045,0.04157130194345589,False,True
TST,2.130837,0.54354733,0.033102578229926884,0.13125966761353605,0.06965648854961833,0.027440785673021374,0.042215702876596956,False,False
DAPL1,2.130484,0.9705358,0.033131668001163884,0.13135948474087178,0.05629770992366412,0.01487579433853264,0.041421915585131475,False,True
CPSF4,2.1300015,-0.16268891,0.03317147921954094,0.13150178133155602,0.1297709923664122,0.08102253032928942,0.04874846203712278,False,False
POLI,2.129872,0.044865206,0.0331821817450518,0.13152866225807203,0.1049618320610687,0.05979202772963605,0.045169804331432646,False,False
THOC3,2.1293752,-0.0636732,0.03322323547353527,0.13167582974609146,0.11545801526717557,0.06889081455805893,0.04656720070911664,False,False
TMEM231,2.128547,0.47463542,0.03329175494637042,0.13193180637969645,0.07251908396946564,0.030184864240323513,0.04233421972914213,False,True
ZNF550,2.128007,0.8984272,0.033336506675203326,0.13209354452657954,0.05820610687022901,0.016753321779318313,0.041452785090910695,False,False
SLC19A1,2.1278918,1.2151189,0.03334606036941346,0.1321157912190654,0.05438931297709924,0.01314269208549971,0.04124662089159953,False,True
LYVE1,2.127503,3.6766841,0.033378321384428235,0.13222798754913231,0.042938931297709926,0.002166377816291161,0.04077255348141876,False,True
QPCT,2.1261132,-0.14144363,0.03349384300984481,0.13266995474951873,0.5696564885496184,0.4150779896013865,0.1545784989482319,True,False
GGA3,2.1260412,0.2512985,0.03349983789468402,0.1326780306225688,0.09446564885496184,0.050693240901213174,0.04377240795374866,False,False
GEN1,2.1251915,0.69427466,0.033570646882311074,0.1329113865115038,0.06965648854961833,0.027874061236279606,0.04178242731333872,False,False
INTS5,2.1227431,0.5436984,0.03377538906166725,0.1336746516816375,0.0715648854961832,0.029462738301559793,0.04210214719462341,False,False
SCAPER,2.1217637,-0.1406341,0.033857584409560985,0.13398414937201847,0.14790076335877864,0.09777585210860774,0.05012491125017089,False,False
ZBTB45,2.1214757,0.8886458,0.03388179203743132,0.13406412710610802,0.061068702290076333,0.019641825534373193,0.04142687675570314,False,False
PIP5KL1,2.118977,1.6837162,0.03409241492525662,0.13486570084492291,0.05057251908396947,0.009676487579433853,0.040896031504535614,False,False
UTP15,2.1179616,0.06640619,0.034178318667401654,0.1351895803122204,0.09541984732824428,0.0511265164644714,0.04429333086377288,False,False
NRBP2,2.1177745,-0.1200775,0.03419417925886398,0.13523636603582312,0.14980916030534353,0.09936452917388792,0.0504446311314556,False,False
SMARCA5,2.116536,-0.11797345,0.034299261703451114,0.13561997630397823,0.5372137404580153,0.3876372039283651,0.1495765365296502,False,False
TTBK2,2.1161542,-0.08898463,0.034331697325367415,0.1357322250263082,0.15458015267175573,0.10384170999422299,0.05073844267753275,False,False
LEAP2,2.1154413,1.053214,0.03439235482723691,0.13595601086702871,0.061068702290076333,0.01993067590987868,0.04113802638019765,True,False
NRDE2,2.1151173,-0.03810569,0.03441995667564952,0.13604908744701633,0.1364503816793893,0.08853264009243211,0.04791774158695719,False,False
STX3,2.11439,-0.10127999,0.034481976410079135,0.13627816696220058,0.19751908396946566,0.14139225880993644,0.056126825159529214,False,True
CCNG1,2.1137059,-0.14524007,0.03454039891175061,0.13647689664258858,0.3597328244274809,0.2676198729058348,0.09211295152164611,False,False
SIN3A,2.1135547,-0.17230222,0.03455332476530511,0.1365118866743789,0.3244274809160305,0.24162333911034084,0.08280414180568968,False,False
SUFU,2.1134467,0.42654568,0.03456256004753165,0.13653228962003727,0.07919847328244274,0.03682842287694974,0.042370050405493,False,False
UFSP1,2.1133459,2.4721684,0.03457118154660126,0.13655026342125934,0.04580152671755725,0.005199306759098787,0.04060221995845847,False,False
LINC01711,2.1131945,5.617551,0.03458411723974744,0.13658527131260595,0.04103053435114504,0.0005777007510109763,0.04045283360013406,False,False
SRF,2.1125321,-0.18684357,0.03464083664014898,0.1367931684018976,0.17270992366412213,0.11886192952050838,0.053847994143613756,False,False
HEMK1,2.1122944,0.10563067,0.03466120099486282,0.13685747103434298,0.11164122137404581,0.06672443674176777,0.04491678463227804,False,False
RNF144B,2.111884,2.9204645,0.03469639987395098,0.1369803247760527,0.04484732824427481,0.004332755632582322,0.04051457261169249,False,True
CCDC171,2.108017,-0.03670115,0.035029511617436566,0.13826288815176976,0.10591603053435114,0.060947429231658,0.04496860130269314,False,False
RBPMS2,2.1068792,1.3001872,0.03512804049166624,0.13863546975870822,0.05438931297709924,0.013575967648757943,0.04081334532834129,False,False
GPR68,2.105828,0.90354925,0.03521929636053006,0.1389792636003597,0.06965648854961833,0.028451761987290585,0.04120472656232774,False,True
TMEM14A,2.1057343,-0.20875865,0.035227431684464,0.1389950122157122,0.3788167938931298,0.27484113229347196,0.10397566159965782,False,True
DTD1,2.1047983,-0.20399623,0.03530887317421923,0.13929996335924766,0.33969465648854963,0.24653379549393414,0.09316086099461549,False,False
SLC35A3,2.1047263,-0.21418162,0.03531514455425826,0.13930831781471578,0.1803435114503817,0.12478336221837089,0.0555601492320108,False,True
LINC01637,2.1039774,0.7301015,0.03538042327693251,0.1395330004541113,0.07061068702290077,0.029173887926054305,0.041436799096846465,False,False
ZEB1-AS1,2.103495,0.04491574,0.035422532350415474,0.13968264432313157,0.10305343511450382,0.05849220103986135,0.04456123407464247,False,False
ALS2,2.1020763,0.5357055,0.03554659340363486,0.14015537850589066,0.07442748091603053,0.03264009243212016,0.04178738848391037,False,False
SNAPC3,2.1015506,-0.007669703,0.03559265930374524,0.14030899851634696,0.1183206106870229,0.07235701906412478,0.04596359162289812,False,False
SLC20A2,2.1015363,-0.11371728,0.03559392209962072,0.14030899851634696,0.14885496183206107,0.09907567879838244,0.04977928303367862,False,True
NUMA1,2.1010969,-0.14312929,0.03563245573825771,0.14044438835934742,0.42270992366412213,0.31556903523974583,0.1071408884243763,False,False
PDIA6,2.100816,0.120765604,0.03565711064326238,0.14052505014732475,0.8101145038167938,0.6630560369728481,0.14705846684394575,False,True
ZNF140,2.0999951,0.10939489,0.0357292622795132,0.14077631559331694,0.10305343511450382,0.058925476603119586,0.044127958511384235,False,False
AP003469.4,2.0971365,0.87994397,0.03598149990199252,0.14175349979008872,0.06202290076335878,0.021086077411900637,0.04093682335145814,False,False
