gene,k_mean,n_mean,delta,log_ratio,specificity,cohens_d,zsum,borda_rank
CNOT10,0.0028792415,0.0057396973,-0.0028604558,-0.7969092,0.33405983,-0.07682505,-1.2576529,24531
IDUA,0.009657942,0.015145426,-0.005487484,-0.5991965,0.38938025,-0.094697796,-0.9315584,24531
WIPF2,0.0052069495,0.009085163,-0.003878213,-0.700278,0.3643233,-0.114620656,-1.0961545,24534
PRRC2B,0.13462597,0.1668228,-0.032196835,-0.30730534,0.44659653,-0.07159274,-0.6320534,24534
EDEM1,0.03489615,0.04712191,-0.012225758,-0.42286476,0.4254691,-0.05759184,-0.67575103,24534
GLCCI1,0.008893987,0.014142314,-0.005248327,-0.61396176,0.3860857,-0.051946215,-0.9555688,24536
TTTY14,0.0059993374,0.010178119,-0.0041787815,-0.6753872,0.37084547,-0.06678236,-1.054861,24538
BOC,0.46730655,0.5569605,-0.08965397,-0.2527098,0.45623505,-0.064652056,-0.994056,24538
IVL,0.0004994813,0.002143182,-0.0016437008,-1.0677624,0.1890067,-0.04341749,-1.7233615,24538
WDR83,0.0029710617,0.005877826,-0.0029067642,-0.7924278,0.33575535,-0.08039997,-1.250156,24538
SLC11A2,0.034385927,0.046504103,-0.012118176,-0.4248764,0.42509475,-0.058319468,-0.67842466,24541
FLG2,0.0,0.0013423034,-0.0013423034,-1.2279278,0.0,-0.08574049,-2.0020838,24541
PIP4K2A,0.053220984,0.06954408,-0.016323093,-0.37967378,0.43351898,-0.053303413,-0.6325902,24543
VASN,0.08810541,0.111694254,-0.023588844,-0.33882907,0.44096878,-0.11105047,-0.618794,24544
CCL26,0.045612402,0.06035631,-0.014743909,-0.39649794,0.43043274,-0.046468213,-0.64953685,24545
NIPAL1,0.0006770102,0.0024271393,-0.001750129,-1.0311134,0.21809839,-0.04908844,-1.6598829,24547
TNFRSF10D,0.0062665604,0.010560844,-0.0042942837,-0.66990227,0.37240204,-0.059767038,-1.046154,24547
PLEKHM1,0.011137836,0.017125126,-0.0059872903,-0.5784798,0.39407882,-0.056105454,-0.89917874,24547
PCDH15,0.00022321973,0.0017096094,-0.0014863897,-1.1474012,0.11548854,-0.063126534,-1.8618908,24549
LOH12CR2,0.0022295539,0.0047983704,-0.0025688165,-0.8443127,0.31724212,-0.06577857,-1.3385321,24550
NECTIN3-AS1,0.00026764508,0.0017795723,-0.0015119272,-1.1327119,0.13073596,-0.055180386,-1.8363115,24550
DKK2,0.3361083,0.40450287,-0.06839457,-0.2665,0.45382556,-0.07431903,-0.8488618,24552
NRCAM,0.004215178,0.0076708505,-0.0034556724,-0.7334569,0.35463297,-0.052251354,-1.1510236,24552
HMGN4,0.002104461,0.0046170275,-0.0025125665,-0.8554642,0.31309447,-0.088374324,-1.3576571,24554
UBAC1,0.036154687,0.04873563,-0.012580942,-0.4207355,0.42589882,-0.06935119,-0.67484397,24555
FXYD5,0.18580218,0.22748828,-0.041686103,-0.2906089,0.44956803,-0.07427098,-0.6783599,24556
TRIM28,0.019173926,0.027517542,-0.0083436165,-0.49935782,0.41065156,-0.11256388,-0.7790787,24556
SRP14-AS1,0.0029493985,0.005860315,-0.0029109167,-0.7966418,0.33478934,-0.050848383,-1.2575855,24558
ZNF473,0.00114971,0.0031745047,-0.0020247947,-0.9574631,0.26587713,-0.07765153,-1.5327997,24559
CYSLTR1,0.002692042,0.0054786806,-0.0027866387,-0.8112811,0.32947415,-0.033227205,-1.2822902,24560
VBP1,0.04782247,0.063082054,-0.015259583,-0.39237517,0.43120396,-0.09841567,-0.6464095,24561
C7orf25,0.00042398024,0.0020271249,-0.0016031447,-1.0880189,0.17297508,-0.053962562,-1.7585927,24562
DMXL2,0.00547903,0.0094746845,-0.0039956546,-0.69305706,0.36639926,-0.07223273,-1.0844162,24563
CSPG5,0.0010775167,0.003064166,-0.0019866494,-0.9680993,0.26016393,-0.034732975,-1.5511646,24563
KDSR,0.16829579,0.20706394,-0.038768157,-0.29748094,0.44835868,-0.09331275,-0.667171,24565
FRRS1,0.0088281445,0.014082562,-0.0052544177,-0.61789054,0.3853283,-0.057492442,-0.9625132,24565
ZNF91,0.012583829,0.01904149,-0.0064576603,-0.5610995,0.39790362,-0.07902414,-0.8724207,24567
RNF38,0.004268622,0.0077631553,-0.0034945332,-0.73402464,0.354779,-0.103311144,-1.1523298,24568
GPR84,0.0011448262,0.0031736933,-0.0020288671,-0.96046394,0.26509684,-0.06259738,-1.5380993,24568
LINC00467,0.004270553,0.0077653686,-0.0034948154,-0.7338603,0.35481727,-0.09008973,-1.1520435,24570
SLC4A7,0.08125435,0.10371694,-0.022462592,-0.34833097,0.43928087,-0.06538602,-0.6264977,24570
ZBTB40,0.0028174326,0.005668848,-0.0028514152,-0.80483496,0.3319985,-0.08753148,-1.2714921,24572
AP3S2,0.011715966,0.017916095,-0.0062001282,-0.57297313,0.3953814,-0.061261743,-0.8912093,24573
STX17,0.0310594,0.042447247,-0.011387847,-0.43851742,0.42253867,-0.0601371,-0.6965481,24573
IP6K3,0.0,0.0013554739,-0.0013554739,-1.2360173,0.0,-0.026025496,-2.0163875,24575
IQUB,0.00112233,0.0031416083,-0.0020192782,-0.9645421,0.26321435,-0.04441317,-1.545181,24575
NXPH3,0.010113781,0.015814397,-0.005700616,-0.59734726,0.39006907,-0.05613506,-0.9300108,24577
ZNF22,0.021433456,0.030398296,-0.00896484,-0.48503438,0.4135198,-0.098499164,-0.7588881,24577
CD8A,0.0,0.0013584966,-0.0013584966,-1.2378675,0.0,-0.025466774,-2.0196588,24579
FBXL5,0.013468042,0.020217996,-0.006749954,-0.5524187,0.3998108,-0.08510038,-0.8595131,24580
EP300,0.036170177,0.048839264,-0.012669086,-0.4231372,0.42548424,-0.089893036,-0.6797617,24580
SLC22A31,0.0015710038,0.0038449795,-0.0022739756,-0.9141587,0.290068,-0.058662534,-1.4587771,24582
ADGRL2,0.03383914,0.045941733,-0.012102593,-0.43016213,0.42415103,-0.06787378,-0.6875781,24582
RAVER1,0.002095914,0.004623399,-0.0025274851,-0.861077,0.3119238,-0.062129535,-1.3676276,24584
TAF1B,0.016572762,0.024240477,-0.0076677147,-0.52239823,0.4060634,-0.076483704,-0.81413376,24585
ZNF615,0.0060335295,0.010280531,-0.0042470014,-0.68151414,0.36983615,-0.049145687,-1.0661587,24586
PLAC9,3.1775331,3.7060714,-0.5285382,-0.22191876,0.46160892,-0.18841475,-4.4371233,24587
TMEM44-AS1,0.0010516483,0.0030408956,-0.0019892473,-0.9778916,0.25696683,-0.07688362,-1.5683728,24588
LRRC28,0.021902628,0.03102075,-0.009118121,-0.4834938,0.41385546,-0.06597306,-0.75740546,24589
ZNF639,0.013285715,0.0200083,-0.0067225844,-0.5563861,0.39904216,-0.08342792,-0.8662586,24589
HNRNPA1L2,0.007354754,0.012102741,-0.004747987,-0.6491993,0.37799075,-0.050893694,-1.0134313,24591
TMEM164,0.0016554855,0.003973291,-0.0023178053,-0.90522516,0.29411104,-0.060450632,-1.443446,24592
EPHX2,0.0035044602,0.006687617,-0.0031831567,-0.7711822,0.34384155,-0.0552386,-1.215068,24593
NXT2,0.0059964,0.010236882,-0.0042404816,-0.68355703,0.3693892,-0.07992908,-1.0696924,24593
MYO6,0.06516437,0.08431488,-0.01915051,-0.36674288,0.4359426,-0.06859559,-0.63242316,24595
SPINT1-AS1,0.0009828797,0.0029372645,-0.0019543848,-0.98959637,0.2507253,-0.039003182,-1.5886394,24596
STX11,0.005935316,0.010155417,-0.004220101,-0.6857109,0.36886546,-0.048210822,-1.0733105,24597
RPL23,0.41114107,0.4938894,-0.08274832,-0.26396787,0.45428422,-0.2036371,-0.9587908,24598
CUL2,0.010800195,0.016753277,-0.005953082,-0.5892746,0.39197215,-0.0715935,-0.91785324,24598
CHD4,0.10164749,0.12832655,-0.026679061,-0.33332014,0.4419955,-0.099580064,-0.6337481,24600
LINC01239,0.0007247014,0.002528913,-0.0018042116,-1.0328773,0.22273725,-0.055107854,-1.66341,24601
TNKS1BP1,0.013444525,0.020225793,-0.006781268,-0.5552957,0.39929903,-0.09587403,-0.8648123,24602
CD44-AS1,0.000118247524,0.0015652917,-0.0014470441,-1.1978831,0.07023742,-0.05685491,-1.9501836,24603
NDE1,0.043925986,0.058493726,-0.01456774,-0.40518737,0.42888215,-0.050829068,-0.6633849,24604
CDKL5,0.0060275127,0.010288018,-0.004260505,-0.68370605,0.369434,-0.06607234,-1.0701135,24605
CHST11,0.07179701,0.09252586,-0.020728849,-0.36148608,0.43692645,-0.053182032,-0.6357728,24606
SOX13,0.0027470877,0.0055997074,-0.0028526196,-0.8166322,0.32911882,-0.09258861,-1.2922084,24607
MME,0.050571606,0.06667133,-0.016099721,-0.39196777,0.43134034,-0.057263054,-0.6523888,24608
RAB43,0.00027773692,0.0018339402,-0.0015562032,-1.1492183,0.13152428,-0.11608432,-1.8656366,24609
LAMA4,0.8585038,1.0168939,-0.15839005,-0.24401131,0.4577716,-0.100361966,-1.5264903,24610
SPESP1,0.0022362166,0.0048560137,-0.0026197971,-0.8556108,0.31530508,-0.0690305,-1.3587687,24611
APPBP2,0.01640323,0.024090346,-0.007687116,-0.5277773,0.40508226,-0.092637286,-0.82372975,24612
NAP1L1,0.3607519,0.43531695,-0.07456505,-0.27037594,0.4531667,-0.13958487,-0.9048325,24613
ZCCHC2,0.027643481,0.038349908,-0.010706427,-0.4581534,0.41888258,-0.054307215,-0.7255837,24613
TSC22D2,0.26719493,0.32497722,-0.057782292,-0.28148916,0.45121157,-0.0933135,-0.7906103,24615
MED1,0.014989079,0.022279657,-0.0072905784,-0.54198307,0.4021891,-0.08180186,-0.84550416,24615
BRINP3,0.0005368749,0.0022451985,-0.0017083236,-1.0783069,0.19297649,-0.054314625,-1.7423843,24617
SERPINB6,0.054216944,0.071184665,-0.016967721,-0.38658145,0.43234646,-0.07470397,-0.6498511,24618
MON2,0.016843753,0.024687443,-0.00784369,-0.5256442,0.4055687,-0.10311705,-0.8212333,24619
VPS53,0.0038320832,0.0071800887,-0.0033480055,-0.7594711,0.3479861,-0.08566292,-1.195826,24619
USP42,0.005656712,0.009789165,-0.004132453,-0.6967015,0.36622795,-0.084488146,-1.0919029,24621
XYLT1,0.059219416,0.07733663,-0.018117215,-0.37945843,0.43366382,-0.054397114,-0.6465081,24622
PNKP,0.0027605689,0.0056421133,-0.0028815444,-0.82069147,0.32853422,-0.10718636,-1.2995638,24623
EIF3G,0.109232225,0.13780732,-0.0285751,-0.33253768,0.44216493,-0.13079894,-0.64748275,24624
NCALD,0.038312558,0.051694084,-0.013381526,-0.4226508,0.42566368,-0.06349487,-0.6845849,24625
SLC10A6,0.0019416161,0.0044391965,-0.0024975804,-0.8867847,0.30428973,-0.04725055,-1.4125116,24625
ZNF517,0.00041619714,0.0020666332,-0.0016504361,-1.1146336,0.16763006,-0.056529768,-1.8056839,24627
IGKV1-5,0.0,0.001393352,-0.001393352,-1.2590326,0.0,-0.020001432,-2.057086,24628
SYT8,2.823118e-05,0.0014402552,-0.001412024,-1.2468672,0.019224666,-0.053883582,-2.0358818,24629
DTD1,0.035153918,0.047783382,-0.012629464,-0.4322378,0.42386138,-0.0853915,-0.6954195,24630
POM121C,0.022807071,0.03230867,-0.009501601,-0.48450756,0.4138032,-0.07814681,-0.76224047,24631
ATP2B1,0.02523955,0.035376586,-0.010137036,-0.47126713,0.41638336,-0.06773013,-0.744064,24632
SNX9,0.29289544,0.35590467,-0.06300923,-0.28023583,0.4514417,-0.09825762,-0.83005965,24632
CASK,0.032879196,0.044945072,-0.012065876,-0.43951055,0.42248002,-0.07119833,-0.70369387,24634
PAG1,0.10383601,0.13138868,-0.027552672,-0.33664548,0.44143328,-0.043572135,-0.6465459,24634
RRAGA,0.05647094,0.07406354,-0.017592598,-0.38527972,0.4326132,-0.09611854,-0.65254545,24636
PATZ1,0.009938895,0.015676005,-0.00573711,-0.6083067,0.38801223,-0.0571242,-0.94953775,24637
HNRNPK,0.08806973,0.11247888,-0.024409153,-0.3494167,0.43914405,-0.13889635,-0.6439139,24638
CYP19A1,0.00081784383,0.0027135983,-0.0018957545,-1.0305895,0.23158914,-0.080577,-1.6601237,24639
LGR6,0.0,0.0014003833,-0.0014003833,-1.2632648,0.0,-0.07280789,-2.0645702,24640
MYEF2,0.0015094252,0.003795892,-0.0022864668,-0.9344422,0.28451172,-0.044767033,-1.4944785,24640
ADH1C,0.0014366746,0.0036874032,-0.0022507287,-0.9438753,0.28037715,-0.04499981,-1.5107507,24642
ZNF800,0.012858022,0.019572524,-0.0067145023,-0.5699975,0.39647877,-0.112215765,-0.890085,24643
TUBA4A,0.0123913875,0.01895512,-0.0065637333,-0.5754536,0.3953036,-0.03854238,-0.89846027,24644
FAM76B,0.007731519,0.012711697,-0.004980178,-0.65110266,0.37819484,-0.077145524,-1.0186223,24645
CES2,0.016028458,0.023710622,-0.0076821633,-0.53718346,0.40334246,-0.0659726,-0.84020007,24647
MPP2,0.0053436924,0.00938523,-0.0040415376,-0.7111384,0.36280265,-0.048243813,-1.1165183,24647
SDR16C5,0.001393136,0.0036333394,-0.0022402033,-0.9531501,0.27715954,-0.024102492,-1.5269461,24647
MAPK1,0.023038007,0.03267839,-0.009640384,-0.48650587,0.41348702,-0.08711839,-0.76685375,24649
ZNF296,0.002710546,0.0056032953,-0.0028927494,-0.83155465,0.32602808,-0.07119734,-1.3187202,24650
DUSP3,0.0077594793,0.012751949,-0.0049924697,-0.65071917,0.37830028,-0.074367896,-1.0180471,24651
KLHDC9,0.001239129,0.0033919613,-0.0021528322,-0.9719277,0.2675674,-0.06391439,-1.5592085,24651
LAMP1,0.09170911,0.117051974,-0.025342867,-0.34863916,0.43930176,-0.14638886,-0.6499892,24653
INPP5D,0.0013658716,0.0035914078,-0.0022255362,-0.9565646,0.27552843,-0.019759938,-1.5328223,24654
EML4,0.031179873,0.04295228,-0.011772407,-0.4497793,0.4205985,-0.097793765,-0.7193793,24655
ARL6IP4,0.05933008,0.07770008,-0.018369999,-0.3834876,0.43297097,-0.14848535,-0.6555944,24657
MYRF,0.0012151622,0.003356911,-0.0021417488,-0.97589314,0.26577923,-0.029214554,-1.5660803,24657
TMEM116,0.0046022735,0.008336878,-0.003734605,-0.73692787,0.35568586,-0.05899318,-1.1593384,24657
ARL5B,0.07454508,0.09625429,-0.021709211,-0.36442414,0.4364482,-0.086942926,-0.6487415,24659
MAGT1,0.07347482,0.094973385,-0.021498568,-0.3658817,0.4361864,-0.07563295,-0.64962137,24659
NPIPB11,0.0016370376,0.0040047434,-0.0023677058,-0.92437804,0.29016322,-0.066754214,-1.477461,24662
MTERF2,0.0052201725,0.009225098,-0.004004926,-0.71708816,0.36137584,-0.088810764,-1.1266695,24662
FCRL5,0.0,0.0014125896,-0.0014125896,-1.2705826,0.0,-0.0208986,-2.0775118,24662
COBL,0.004665698,0.008431622,-0.003765924,-0.7352522,0.356233,-0.022936672,-1.1566468,24664
ZNF721,0.01142832,0.01769205,-0.00626373,-0.5887936,0.39245102,-0.07629209,-0.91948426,24664
MAGI2,0.0063251075,0.010775805,-0.004450698,-0.6849039,0.36986953,-0.09054989,-1.0737315,24666
SCIN,0.0006187044,0.0024093136,-0.0017906092,-1.0746416,0.20432648,-0.032848265,-1.7366066,24666
CLP1,0.01438351,0.021588989,-0.007205479,-0.5542349,0.3998474,-0.049084645,-0.8663306,24668
SLX1A,0.00097203226,0.002973348,-0.0020013156,-1.010672,0.24637222,-0.04607833,-1.6260054,24669
AKR1A1,0.040642954,0.054757945,-0.014114991,-0.42110494,0.42602277,-0.10726789,-0.68771595,24670
MAP1LC3A,0.07642774,0.098597586,-0.022169843,-0.36326024,0.43666676,-0.08029638,-0.650369,24671
C12orf45,0.018148458,0.026501236,-0.008352779,-0.5222683,0.4064632,-0.08902181,-0.8193644,24672
GJB6,0.0003219033,0.0019515344,-0.0016296312,-1.1588485,0.14159313,-0.020415422,-1.8831246,24673
CDK17,0.0062970254,0.010750181,-0.0044531557,-0.6873026,0.3693875,-0.09035672,-1.0779613,24674
SYBU,0.013293998,0.02019289,-0.006898891,-0.5681707,0.39699116,-0.07252864,-0.8883479,24674
CDIP1,0.004400837,0.008066054,-0.0036652177,-0.74729186,0.35300192,-0.10244265,-1.1769764,24676
HOXB4,0.051590174,0.06832948,-0.016739309,-0.3986758,0.43020615,-0.048127476,-0.6692592,24677
KIAA0232,0.0077407937,0.012749713,-0.005008919,-0.6535653,0.3777746,-0.08741747,-1.0231737,24678
C1R,2.6091928,3.0749743,-0.46578145,-0.23688704,0.45902818,-0.19970353,-3.963338,24679
FAM20A,0.075291775,0.09729534,-0.022003561,-0.3655954,0.43625376,-0.0529951,-0.6531427,24680
AKAP12,0.8952967,1.0670892,-0.1717925,-0.252984,0.45622867,-0.086842105,-1.6490326,24681
EPM2AIP1,0.011785935,0.018203756,-0.006417821,-0.58683085,0.39299953,-0.08718482,-0.9172671,24682
CD248,0.49637562,0.5981828,-0.10180718,-0.26866046,0.45349392,-0.1172145,-1.1188917,24683
C1S,2.104347,2.48439,-0.38004303,-0.23941424,0.45858958,-0.1762449,-3.2845938,24684
PRDM1,0.03585985,0.04887075,-0.0130109005,-0.4361438,0.42322198,-0.056361414,-0.70531464,24685
AMMECR1L,0.002751287,0.005693583,-0.0029422957,-0.835393,0.32579386,-0.11261182,-1.3258522,24686
PCDHB4,0.007509481,0.0124542955,-0.0049448144,-0.66092384,0.37615532,-0.06010254,-1.0355786,24688
RASGEF1B,0.0070977244,0.011863397,-0.004765673,-0.6676834,0.37433037,-0.055000816,-1.0460157,24688
ROBO3,0.012438067,0.019087145,-0.006649078,-0.5799469,0.39454347,-0.051223308,-0.90702695,24688
OFD1,0.0076658423,0.012667865,-0.0050020223,-0.65737605,0.37700167,-0.09893182,-1.0298074,24690
ZNF589,0.008901335,0.014353133,-0.0054517975,-0.632838,0.38277954,-0.043089207,-0.9903219,24691
HNRNPC,0.06494218,0.08472425,-0.019782066,-0.37850177,0.4339128,-0.12403897,-0.6580948,24692
CTSL,0.63122505,0.7578807,-0.12665564,-0.26343486,0.45441106,-0.12020132,-1.3077168,24693
PSMG2,0.08944878,0.114715114,-0.025266334,-0.35540435,0.43812242,-0.12262713,-0.6612537,24694
SCN4B,0.032559514,0.04479391,-0.012234397,-0.44843394,0.42091885,-0.04968136,-0.72069913,24695
MKRN1,0.009975489,0.01581168,-0.0058361907,-0.6151786,0.3868392,-0.10267141,-0.9623888,24695
POF1B,0.00040782176,0.0021058372,-0.0016980155,-1.1415176,0.16224222,-0.03700508,-1.8532503,24697
PPM1H,0.00044624,0.002167941,-0.0017217011,-1.1312385,0.17069967,-0.061071876,-1.8353968,24698
AC099850.1,0.0014158812,0.0036985057,-0.0022826246,-0.9596524,0.27684277,-0.07385699,-1.538697,24698
ZNF330,0.020019677,0.028962621,-0.008942945,-0.51142335,0.40871248,-0.09762694,-0.8050318,24700
DUSP16,0.0053197737,0.009409646,-0.004089872,-0.7199762,0.36116654,-0.068866655,-1.1324155,24701
GPAT4,0.008662566,0.014049602,-0.005387036,-0.63924706,0.38140637,-0.09741702,-1.0010551,24701
HNRNPA2B1,0.0944635,0.12079697,-0.026333474,-0.3514571,0.43883345,-0.2110829,-0.66282856,24703
NUP155,0.002677628,0.0055966987,-0.0029190707,-0.84296876,0.3236067,-0.079773836,-1.338964,24704
UNC93B1,0.007992209,0.0131383715,-0.0051461626,-0.6528685,0.37822947,-0.094903044,-1.0230442,24706
LRRC75A,0.042324714,0.057014085,-0.014689371,-0.42121294,0.42606428,-0.07243292,-0.6924823,24706
VPS35,0.04898378,0.0652901,-0.016306322,-0.40733355,0.42865247,-0.09897802,-0.68100524,24706
QPRT,0.017251689,0.025424782,-0.008173093,-0.53386164,0.40424356,-0.09687215,-0.8382814,24708
ZNF483,0.0048198923,0.00869311,-0.0038732179,-0.7359672,0.3566855,-0.05466033,-1.1587569,24708
ACD,0.0035195602,0.006831818,-0.0033122576,-0.7931646,0.34000883,-0.10052156,-1.2546804,24710
HOXB3,0.019716883,0.028606256,-0.008889373,-0.5150951,0.40802157,-0.049016606,-0.8110497,24711
PRKCD,0.0045154444,0.008272227,-0.0037567825,-0.74943876,0.35310915,-0.07677741,-1.1814744,24712
CCNB1IP1,0.0067028594,0.011353436,-0.0046505765,-0.6814463,0.37122002,-0.10117511,-1.0692554,24713
TOP1MT,0.00316424,0.006323962,-0.003159722,-0.81457114,0.33349204,-0.07477636,-1.2910378,24714
CYB5R1,0.026977563,0.037819017,-0.010841453,-0.47249317,0.41634238,-0.079045884,-0.7518289,24714
CPD,0.080839865,0.104331516,-0.02349165,-0.3640615,0.4365678,-0.065272994,-0.6623078,24716
ZNF664,0.028933441,0.040319476,-0.011386035,-0.46506372,0.41779384,-0.06274979,-0.743128,24717
CRY1,0.008346868,0.013663488,-0.0053166207,-0.6496734,0.37922454,-0.111294374,-1.0187944,24718
CEP95,0.0053740884,0.009507743,-0.0041336543,-0.7211618,0.3611174,-0.09024996,-1.1348454,24719
HNRNPDL,0.13842312,0.17397237,-0.035549253,-0.3276573,0.44310215,-0.14742701,-0.69448805,24720
SH3BGRL2,0.015382277,0.023011705,-0.007629428,-0.55160195,0.40064293,-0.028382566,-0.8650873,24720
PINK1,0.008783309,0.014248597,-0.0054652886,-0.6402822,0.38135394,-0.11887987,-1.0034955,24722
WIPF1,0.099875405,0.12760316,-0.027727753,-0.35035163,0.43905413,-0.08546525,-0.67199814,24723
CSAD,0.021849817,0.03138352,-0.009533705,-0.50307727,0.41045362,-0.08356249,-0.79509,24724
VEGFB,0.06725188,0.08780574,-0.020553857,-0.37978408,0.43372187,-0.13579485,-0.6664953,24724
CRNKL1,0.015876107,0.023665309,-0.007789202,-0.5475012,0.40150577,-0.06828775,-0.8591628,24726
SLC41A3,0.03444459,0.047277175,-0.012832586,-0.44577584,0.4214861,-0.075291045,-0.72080004,24727
ERMARD,0.003896522,0.007389591,-0.003493069,-0.7768432,0.3452492,-0.05880783,-1.2274736,24729
GPR155,0.007890232,0.013025602,-0.0051353704,-0.65776974,0.37723723,-0.063691646,-1.0315609,24729
ALKBH1,0.0015029324,0.0038547933,-0.002351861,-0.9557905,0.28051683,-0.07173661,-1.5324702,24729
CFAP70,0.00066272257,0.0025282586,-0.001865536,-1.0854089,0.20768608,-0.03400844,-1.7561024,24731
PBX1,0.26719457,0.3280654,-0.060870826,-0.29509428,0.4488704,-0.09214003,-0.8391001,24731
RPS24,0.21454687,0.26541555,-0.050868675,-0.30567655,0.44700766,-0.24273045,-0.7779752,24733
LSM5,0.032500032,0.044854555,-0.012354523,-0.45290262,0.42014357,-0.10100516,-0.72949976,24734
LRRC4B,0.0003316932,0.0020063028,-0.0016746096,-1.1747285,0.14187068,-0.08728784,-1.9113557,24734
NEK8,0.0048675826,0.008783805,-0.0039162226,-0.7376294,0.35656318,-0.053395946,-1.162017,24736
PITPNB,0.07238612,0.094154485,-0.021768361,-0.37476438,0.43464547,-0.09670031,-0.6673621,24737
FOXA1,0.0001423657,0.0016972057,-0.00155484,-1.2394409,0.07739064,-0.033964247,-2.0239851,24738
NMT1,0.06347847,0.0832908,-0.01981233,-0.38655764,0.4325052,-0.07163891,-0.6724757,24738
ITIH4,0.00052020524,0.0023078423,-0.001787637,-1.1216242,0.18394494,-0.041651,-1.8190472,24740
KIF21A,0.03002475,0.04179447,-0.011769721,-0.4640048,0.41806006,-0.048248958,-0.74432665,24741
CROT,0.011610034,0.018065708,-0.006455674,-0.5964079,0.39122978,-0.0746758,-0.93437845,24742
SLC15A3,0.005146524,0.009198108,-0.004051584,-0.7304588,0.358777,-0.05898778,-1.1505096,24743
RPL39,0.7332935,0.8823562,-0.14906275,-0.2666386,0.4538691,-0.31893465,-1.4918844,24744
ZNF217,0.025853949,0.036506947,-0.010652998,-0.48202348,0.4145859,-0.07129928,-0.7670549,24744
ABAT,0.0010920576,0.003229146,-0.0021370882,-1.0154438,0.25272062,-0.0771375,-1.6354629,24746
SGTA,0.011967762,0.018566186,-0.0065984232,-0.59343296,0.3919494,-0.102082685,-0.93029433,24747
MED17,0.0074265534,0.012404162,-0.004977609,-0.6696665,0.37449747,-0.086401485,-1.0511851,24748
ZNF749,0.00093747856,0.0029830236,-0.002045545,-1.0396837,0.23912202,-0.06864341,-1.6772795,24749
SMIM5,0.0004702521,0.0022477699,-0.0017775177,-1.1433859,0.17301257,-0.031630717,-1.8571628,24750
ACYP2,0.018952765,0.027737308,-0.008784544,-0.52633625,0.40592706,-0.06535395,-0.8299449,24751
ERN1,0.10010194,0.12819135,-0.028089412,-0.35369882,0.43847954,-0.07191624,-0.6807549,24751
RUNX1T1,0.26996544,0.33195478,-0.061989337,-0.2972174,0.44850698,-0.08078476,-0.85173917,24753
ERICH3,7.9217214e-05,0.0016045582,-0.001525341,-1.2710533,0.047047347,-0.053530164,-2.0792365,24753
