source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,condition
Fibroblast,Myeloid,VIM,CD44,2.2564335,0.0,2.9897063,0.30108996864916815,0.47805511735028183,0.04211531,0.9586628,0.7865471770982011,0.003549609559357226,Keloid
Fibroblast,Keratinocyte,COL6A1,CD44,2.1740375,0.0,3.4785774,0.8129941690347041,1.4608512106642568,0.118483014,0.96156156,0.07762764502292402,0.003792602394261977,Keloid
Pericyte_SMC,Myeloid,VIM,CD44,2.232446,0.0,2.9510057,0.28656277508242556,0.46173346656912706,0.041570142,0.9584039,0.8288352123838211,0.003917071443995352,Keloid
Fibroblast,Pericyte_SMC,LUM,ITGB1,2.1675792,0.0,4.406973,0.9478459638363594,2.071394599855754,0.16185662,0.96570253,0.013451138504584946,0.003917071443995352,Keloid
Pericyte_SMC,Fibroblast,TIMP1,CD63,2.1643486,0.0,4.3986444,0.607713689933258,1.1486785305085867,0.07776374,0.9656712,0.13294295681774956,0.004043521300247635,Keloid
Fibroblast,Pericyte_SMC,TIMP1,CD63,2.15698,0.0,4.606239,0.6055336184333702,1.145607102548806,0.08143382,0.9664274,0.112690772698279,0.004171949172061646,Keloid
Pericyte_SMC,Keratinocyte,COL1A1,CD44,2.148452,0.0,3.4244921,0.3043620840878335,-0.11207332418846372,0.05313822,0.9612709,1.0,0.00430235434819763,Keloid
Fibroblast,Pericyte_SMC,COL1A2,ITGA1_ITGB1,2.8680215,0.0,2.8885384,1.0259085257034755,2.4284652843506325,0.2592156,0.95797527,0.004118315817569731,0.00430235434819763,Keloid
Fibroblast,T_cell,COL6A1,CD44,2.144245,0.0,3.282477,0.785608754286547,1.6703200052357934,0.11180368,0.9604747,0.07702468035806435,0.004569091753970784,Keloid
Endothelial,Pericyte_SMC,VIM,CD44,2.3442907,0.0,2.8557081,0.3406319637178101,0.532291229871684,0.040227707,0.9577446,0.6626331841452971,0.004705421203592114,Keloid
Fibroblast,Fibroblast,LUM,ITGB1,2.1242292,0.0,4.1722393,0.9136834103834486,1.8591324801138915,0.15323548,0.96478444,0.035169198897074795,0.004705421203592114,Keloid
Pericyte_SMC,T_cell,COL1A1,CD44,2.1186597,0.0,3.2314408,0.27697666933967624,0.09739547038307295,0.050142623,0.9601762,0.7004979471570751,0.004843721610187806,Keloid
Pericyte_SMC,Pericyte_SMC,LGALS1,ITGB1,2.09808,0.0,4.180719,0.48749162059936113,0.8308268946825932,0.06739358,0.9648189,0.2230384604486006,0.005126232709959412,Keloid
Fibroblast,Pericyte_SMC,COL3A1,ITGA1_ITGB1,2.759821,0.0,2.7678244,1.0255375010345829,2.394578784908539,0.26042113,0.95710754,0.004330246803618995,0.005270440623057883,Keloid
Pericyte_SMC,Endothelial,SPARC,ENG,2.081186,0.0,3.0058544,0.7632496837228813,1.1528882221214014,0.16746414,0.9587694,0.0679358504336349,0.0054166138463963235,Keloid
