source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,condition
T_cell,Pericyte_SMC,COL1A1,CD44,1.2187378,1.0,1.2360693,-0.18676142362675144,-1.2142344603500608,0.019180223,0.9371538,1.0,0.1433434343537403,Keloid
Fibroblast,Fibroblast,FN1,CD44,1.3992561,0.0,1.0359865,0.4357104274710183,0.854412720046305,0.05009018,0.9317486,0.5271208318066142,0.1433434343537403,Keloid
Pericyte_SMC,Endothelial,LAMB1,ITGA2_ITGB1,0.20881966,0.0,0.043579478,0.1919391537399519,0.43968692756998784,0.09299735,0.7368393,0.3659798987293565,0.14402282316988635,Keloid
Pericyte_SMC,Pericyte_SMC,APOE,SDC2,1.5773209,0.0,1.0319314,0.6614763818608007,1.3204078890963298,0.16917574,0.9316238,0.06375353154722287,0.14544901358873782,Keloid
Fibroblast,Fibroblast,COL6A3,CD44,1.392947,0.0,1.030446,0.413902882947636,0.6676022340166814,0.047814816,0.9315779,0.5990480457864074,0.14615390804876538,Keloid
T_cell,Endothelial,CCL5,ACKR1,1.2137167,0.0,1.2701526,1.2501716824797482,3.0889490694556345,0.7794692,0.9379501,1.3427752917200102e-07,0.14686031753155784,Keloid
Fibroblast,Keratinocyte,LTBP1,ITGB5,0.22213572,0.0,0.0439923,0.22319974102452497,0.3419310749224457,0.08747006,0.7377524,0.24830996042320747,0.14697320498155161,Keloid
Keratinocyte,Keratinocyte,COL1A2,CD44,1.2135706,1.0,1.4482269,-0.04991301660908082,-0.661929960079453,0.025383987,0.9416601,1.0,0.14756824063626553,Keloid
Pericyte_SMC,Keratinocyte,TIMP3,CD44,1.2122846,0.0,1.4455084,0.630971245276234,1.2743364803983588,0.13174072,0.9416085,0.07762764502292402,0.14827767596203886,Keloid
Myeloid,Myeloid,HLA-DRA,CD4,2.2097347,0.0,1.0243709,1.1057894992246862,2.912079694971461,0.36085886,0.9313893,0.0009863810911489594,0.14970107767338398,Keloid
Pericyte_SMC,Endothelial,LAMB1,ITGA6_ITGB4,0.20983148,0.0,0.04401241,0.246628465851373,0.4916719115528199,0.12663727,0.73779655,0.19129318534373974,0.14992155415519284,Keloid
Pericyte_SMC,Pericyte_SMC,COL4A1,ITGA1_ITGB1,1.2109811,0.0,1.0398619,0.980490205931799,2.2878835804383204,0.4299247,0.9318673,0.00047347887077673245,0.1504150412572566,Keloid
Myeloid,Myeloid,B2M,CD1C,2.229684,0.0,1.0201114,0.41158416465644737,0.6017457978613283,0.17045899,0.931256,0.07762764502292402,0.1511305429535889,Keloid
Pericyte_SMC,Endothelial,CCL2,ACKR1,1.2089932,0.0,1.2544304,1.0511977299558597,2.737412974547129,0.46508574,0.9375866,0.00023771017502757568,0.15184751843810504,Keloid
Myeloid,Endothelial,CXCL3,ACKR1,1.2048827,0.0,1.2407491,1.0574095077745902,2.997511441148221,0.5109485,0.937265,0.00011363168545253112,0.15256599773852753,Keloid
Endothelial,Pericyte_SMC,LAMA5,BCAM,0.21193762,0.0,0.044219133,0.2902910546827351,0.6140489636649671,0.16682391,0.73824954,0.10365493004544066,0.15286788758061468,Keloid
Endothelial,Myeloid,HMGB1,CXCR4,1.2016016,0.0,1.251445,0.21846988328627523,0.30972744198960955,0.05020526,0.93751687,0.5188686101395896,0.1540074621836933,Keloid
Fibroblast,Endothelial,APP,CD74,1.2011544,0.0,1.1810672,0.3341606623607599,0.14195999300242546,0.071280636,0.93579996,0.6019566013881487,0.1547304445267373,Keloid
T_cell,Endothelial,GNAI2,CAV1,1.3662115,0.0,1.0069942,0.40453709954063743,0.8455037241163619,0.051300876,0.9308406,0.4969578562957512,0.1554549250822892,Keloid
Endothelial,Pericyte_SMC,PROS1,AXL,0.21029687,0.0,0.044221073,0.19170348452576708,0.37639366278421477,0.09332286,0.73825383,0.3686933618084234,0.15581217356831917,Keloid
T_cell,Keratinocyte,COL1A2,CD44,1.1983775,1.0,1.4161098,-0.05686098976631365,-1.0999961285638598,0.02482105,0.94104105,1.0,0.15763734201549656,Keloid
Keratinocyte,Fibroblast,TIMP1,CD63,1.5345886,0.0,0.9993076,0.1645505741656912,-0.27692456179409697,0.017666785,0.9305936,1.0,0.15763734201549656,Keloid
Myeloid,Pericyte_SMC,COL1A2,ITGA1_ITGB1,1.1979622,0.97,1.0253375,0.26216029042445027,0.4029913869459746,0.09201313,0.9314194,1.0,0.1583678014125841,Keloid
Endothelial,Keratinocyte,NID1,ITGAV,0.21066034,0.0,0.04437706,0.08337257716448193,0.10963522421453037,0.049017593,0.7385938,0.9206757816096433,0.15875444518633522,Keloid
Pericyte_SMC,Keratinocyte,TIMP1,CD63,1.1972077,1.0,1.2461848,-0.06518585743803373,-0.42759901558883406,0.022031331,0.9373934,1.0,0.15909975201793158,Keloid
Pericyte_SMC,Myeloid,HMGB1,CXCR4,1.1957898,0.0,1.2425767,0.21404361236722252,0.3902679719535368,0.04984948,0.93730825,0.5318803576706892,0.15983319243068936,Keloid
T_cell,Fibroblast,TIMP1,CD63,1.533463,0.0,0.99323225,0.1637585655030268,-0.18473038996027658,0.017559377,0.9303963,1.0,0.1605681212500078,Keloid
Fibroblast,Pericyte_SMC,VEGFA,ITGAV,0.211398,0.32,0.044385176,0.009997356007429153,-0.004293150114611621,0.030459011,0.7386115,1.0,0.16169467078981756,Keloid
Pericyte_SMC,Keratinocyte,COL6A2,SDC1,1.1932786,0.0,1.1430322,0.7019545074567006,1.0176550430270446,0.19647901,0.9348096,0.07762764502292402,0.16204243850492817,Keloid
Pericyte_SMC,Fibroblast,CD99,CD81,1.1924614,0.0,1.2429267,0.17141998035123912,0.22854891429722346,0.037111953,0.93731654,1.0,0.1642650750915018,Keloid
Keratinocyte,Keratinocyte,COL12A1,ITGA2_ITGB1,0.21183057,1.0,0.04447428,0.06474607819171078,-0.19030812189848673,0.037372388,0.73880506,1.0,0.16463288340215787,Keloid
T_cell,Keratinocyte,COL1A1,SDC1,1.1906428,1.0,1.1395357,0.24380738377483785,-0.6322733368508001,0.072549865,0.9347162,1.0,0.1650089049973924,Keloid
Keratinocyte,Endothelial,COL1A1,CD93,1.1905727,1.0,1.1955597,0.19514462497751608,-0.07554407392320073,0.068205416,0.93616533,1.0,0.16575421350383476,Keloid
Keratinocyte,Endothelial,LGALS3,MCAM,1.3291602,0.0,0.98013425,0.41392318057486466,0.6310936878914832,0.07671686,0.9299653,0.13938752040757146,0.16575421350383476,Keloid
Keratinocyte,Pericyte_SMC,COL1A1,CD44,1.1905627,1.0,1.1955261,-0.19920261042834753,-0.7861784475062408,0.018551111,0.9361645,1.0,0.16650099920997932,Keloid
Pericyte_SMC,Pericyte_SMC,COL6A3,CD44,1.188765,0.0,1.1929395,0.2949305088850217,0.5922392600424935,0.055354852,0.93609977,0.3995477574406517,0.16724926071497648,Keloid
Keratinocyte,Keratinocyte,PTN,PTPRZ1,0.2115941,0.96,0.044601046,0.24276687439367672,-0.23061379977728463,0.0739349,0.7390796,1.0,0.16756905142313266,Keloid
Pericyte_SMC,Pericyte_SMC,COL3A1,DDR2,1.6444633,0.0,0.966576,0.374750328903078,0.27768361612604664,0.101139806,0.92951035,0.3526365556978086,0.1679989966179766,Keloid
Pericyte_SMC,Myeloid,B2M,CD1C,2.1179163,0.0,0.96604353,0.2811325468444197,0.433488065965272,0.16142432,0.92949224,0.15486088595834296,0.16875020551813005,Keloid
Endothelial,Pericyte_SMC,VWF,ITGB1,1.1866632,0.0,1.2136214,0.7355726836624763,1.546183711888612,0.22149093,0.93661195,0.019960621971950223,0.16950288601458727,Keloid
Myeloid,Keratinocyte,LMAN1,MCFD2,0.21488428,1.0,0.04476038,-0.10432301862087968,-0.3757495677930202,0.016758092,0.7394233,1.0,0.17050320783152725,Keloid
Pericyte_SMC,Pericyte_SMC,TIMP2,ITGB1,1.1846877,0.0,1.2071904,0.3455080539718086,0.7825777761822263,0.06378844,0.936454,0.26702270405300993,0.17101265619301448,Keloid
Keratinocyte,T_cell,COL1A2,CD44,1.1837783,1.0,1.366585,-0.07729843135723802,-0.4524611655079164,0.023952996,0.9400457,1.0,0.17176974307328527,Keloid
Pericyte_SMC,T_cell,TIMP3,CD44,1.1824923,0.0,1.3640196,0.6035858305280768,1.4838052749698956,0.124314,0.9399928,0.07762764502292402,0.17252829594646144,Keloid
Fibroblast,Pericyte_SMC,COL5A1,ITGA1_ITGB1,1.1816151,0.0,1.0070997,0.958249959107718,1.975328778026347,0.3865003,0.93084395,0.0011223663993244733,0.1732883134116932,Keloid
Endothelial,Keratinocyte,PDGFB,ITGAV,0.21193373,0.0,0.044911396,0.19471907477536332,0.2709204031869608,0.09547874,0.73974764,0.3650787482826612,0.17343532107170914,Keloid
Keratinocyte,Myeloid,HMGB1,CXCR4,1.1806426,0.0,1.219463,0.2025080299091017,0.12916330252951458,0.04892221,0.93675435,0.6367468210035375,0.1748127365149255,Keloid
Myeloid,Keratinocyte,LGALS1,ITGB1,1.2110271,1.0,0.96033144,-0.14722651537848203,-0.7115893735794929,0.015480632,0.9292977,1.0,0.1748127365149255,Keloid
Fibroblast,Keratinocyte,VCAN,CD44,1.1795428,0.0,1.3762947,0.6731098329036278,1.2117093431456278,0.14366968,0.9402449,0.07762764502292402,0.1755771393512267,Keloid
Fibroblast,Keratinocyte,SPTAN1,PTPRA,0.21265236,0.04,0.044918876,0.025439566798465298,-0.07180893650441816,0.03284302,0.7397636,1.0,0.176365424077888,Keloid
Fibroblast,Myeloid,CXCL14,CXCR4,1.1778746,0.0,1.2152393,0.5005777307231387,1.1209646949026677,0.104517356,0.93665147,0.07762764502292402,0.17787913002638092,Keloid
Fibroblast,Endothelial,FN1,ITGA5_ITGB1,1.3818663,0.0,0.9539265,0.8138156533614482,1.7426248460478688,0.24792929,0.9290775,0.012431518158023838,0.17864936047615468,Keloid
Endothelial,Keratinocyte,TLN1,ITGB5,0.22526696,0.99,0.044925276,-0.03673995480976755,-0.21939788045097697,0.023664162,0.7397774,1.0,0.17929348533899164,Keloid
Endothelial,Fibroblast,HSPG2,ITGB1,1.1770984,0.0,1.2531078,0.5639784697664219,1.0960371812745295,0.1245865,0.93755573,0.07762764502292402,0.17942104431112565,Keloid
Fibroblast,Fibroblast,POSTN,ITGAV_ITGB5,1.5109217,0.0,0.94783187,0.6460370749146649,1.566294522692551,0.13277832,0.928866,0.07762764502292402,0.18019418013044425,Keloid
Fibroblast,Keratinocyte,TIMP2,CD44,1.1770008,0.0,1.3709213,0.5571718120656505,0.8861771085904848,0.106538475,0.94013494,0.07762764502292402,0.18019418013044425,Keloid
Pericyte_SMC,Myeloid,COL4A2,CD44,1.1768453,0.0,1.2479423,0.6249787893711602,1.520397155601803,0.12177316,0.93743473,0.07762764502292402,0.18096876653326083,Keloid
Myeloid,Fibroblast,COL1A1,CD44,1.2963922,1.0,0.9456548,-0.21943964263366011,-0.8143564974008128,0.01467383,0.92879003,1.0,0.1817448021187258,Keloid
Keratinocyte,Keratinocyte,VEGFA,ITGAV,0.21203908,0.27,0.0449556,0.008870835409172176,-0.20358318575337864,0.030850463,0.7398423,1.0,0.1822195377446848,Keloid
T_cell,Keratinocyte,S100A4,EGFR,1.6572459,0.0,0.9417395,0.5819049579215141,0.8900808540947585,0.14554006,0.9286527,0.07762764502292402,0.1825222854859895,Keloid
Pericyte_SMC,Keratinocyte,S100A4,EGFR,1.6506387,0.0,0.93759227,0.5780853794141918,0.8918469005395602,0.14489914,0.92850643,0.07762764502292402,0.18330121523420242,Keloid
Myeloid,Keratinocyte,CXCL8,SDC1,1.1709569,0.0,1.1134204,1.088342630950558,2.8029318881890743,0.5593245,0.93400526,5.989335212614245e-05,0.1840815899625149,Keloid
Myeloid,Endothelial,PTGS2,CAV1,1.3501432,0.0,0.9332946,0.7472510663133503,1.70076970964129,0.24535374,0.9283538,0.013096487772494038,0.1848634082700773,Keloid
T_cell,T_cell,COL1A2,CD44,1.1685851,1.0,1.3362784,-0.08424640451447085,-0.8905273339923231,0.023421796,0.9394106,1.0,0.1848634082700773,Keloid
Fibroblast,Keratinocyte,MFGE8,ITGAV,0.21215847,0.0,0.045005698,0.06004761409766327,0.0013662954292021356,0.042055883,0.73994946,1.0,0.18514354982842476,Keloid
Pericyte_SMC,Endothelial,CXCL2,ACKR1,1.1679745,0.0,1.1179016,0.8553176538015588,2.124915617512042,0.24480408,0.93412894,0.013232186354195338,0.18643137001955357,Keloid
Fibroblast,Myeloid,FN1,C5AR1,1.3774686,0.0,0.9331741,0.9218620055595275,1.9956971494909572,0.43221033,0.92834944,0.0004009217402910148,0.18643137001955357,Keloid
Fibroblast,Fibroblast,MDK,LRP1,1.1662046,0.0,1.252184,0.9207154111784126,1.899039241030576,0.30048814,0.93753415,0.0043217397186139815,0.18721751065976816,Keloid
Fibroblast,Pericyte_SMC,ADAM12,ITGB1,1.1654906,0.0,1.1446946,0.6437517550618339,1.3266177161459707,0.16722931,0.9348539,0.06871431038004548,0.18800508927583426,Keloid
Keratinocyte,Endothelial,HRAS,CAV1,1.3494997,0.0,0.9303427,0.722213894409244,1.1991985326381287,0.1841845,0.92824835,0.04558257549288923,0.18800508927583426,Keloid
T_cell,Endothelial,CD40LG,CD40,0.21448836,0.0,0.045288976,0.468188598666475,0.7760404624613166,0.3476916,0.7405527,0.07762764502292402,0.18806555443536224,Keloid
Fibroblast,T_cell,PTN,NCL,1.1646855,0.0,1.2318751,0.5557061604197777,1.4410340866675506,0.10480825,0.9370536,0.07762764502292402,0.18879410446690223,Keloid
Fibroblast,Pericyte_SMC,CXCL12,ITGB1,1.1634463,0.0,1.1380395,0.5338714319837918,1.3596351473834996,0.12705897,0.9346761,0.07762764502292402,0.19037647382402,Keloid
Keratinocyte,Keratinocyte,BMP2,GPC1,0.21361971,0.0,0.045402206,0.27871606323348036,0.3156089192146102,0.14666256,0.7407926,0.2951266955531693,0.19098552014345316,Keloid
Keratinocyte,Keratinocyte,COL1A1,SDC1,1.1624677,1.0,1.1021588,0.23136619697324176,-0.20421732400698012,0.07017023,0.93369126,1.0,0.1911697903979516,Keloid
Pericyte_SMC,Keratinocyte,COL6A3,SDC1,1.1606702,0.0,1.0997741,0.725499316286611,1.1742003835417543,0.20938165,0.9336242,0.04929035522616425,0.191964537943425,Keloid
Fibroblast,Fibroblast,APOE,LRP1,1.158757,0.0,1.2397048,0.4469627822912414,1.333507049400834,0.10519677,0.93724024,0.07762764502292402,0.1927607150595907,Keloid
Keratinocyte,Keratinocyte,THBS2,NOTCH3,0.21490341,1.0,0.045409247,-0.08446659130717538,-0.537721950887823,0.01696142,0.7408074,1.0,0.1939034637199191,Keloid
T_cell,Myeloid,HLA-A,APLP2,1.2373737,0.0,0.9222032,0.29859220175549006,0.7557727381697275,0.053511318,0.9279551,0.4333222462437309,0.19515780982374512,Keloid
Fibroblast,T_cell,MDK,NCL,1.153141,0.0,1.2131343,0.5625661796594232,1.3661386431921605,0.102517195,0.9366,0.07762764502292402,0.19595969121418366,Keloid
Fibroblast,Fibroblast,FN1,PLAUR,1.3746312,0.0,0.91978455,0.605450859413729,1.1932851326622755,0.107221395,0.9278673,0.07762764502292402,0.19595969121418366,Keloid
Endothelial,Pericyte_SMC,ADAM10,GPNMB,0.21563503,0.68,0.045540012,0.02036803591823662,-0.008412109397303552,0.03483392,0.7410834,1.0,0.19681940188752148,Keloid
Myeloid,Fibroblast,PSAP,LRP1,1.1522473,0.0,1.2287972,0.6529559657199517,1.5135488360554792,0.15679595,0.93697983,0.07762764502292402,0.1975677202935438,Keloid
Endothelial,Keratinocyte,HMGB1,SDC1,1.1517668,0.0,1.0879629,0.5105894993518882,0.7401225893372584,0.123353094,0.9332888,0.07762764502292402,0.1983738651807661,Keloid
Pericyte_SMC,Myeloid,COL1A1,CD93,1.7608926,0.0,0.9131505,0.19771936326226108,-0.06335475180955136,0.05209427,0.92762464,1.0,0.1983738651807661,Keloid
Keratinocyte,Myeloid,F12,CD93,0.22171904,0.0,0.045544628,0.35640159810593386,0.47268669024653787,0.21716128,0.7410931,0.1211198613635772,0.19973330329090644,Keloid
Fibroblast,Endothelial,VCAN,ITGB1,1.1509228,0.0,1.3017613,0.49185855313209675,0.9370652141004057,0.092396855,0.9386615,0.07762764502292402,0.19999040864604722,Keloid
T_cell,Endothelial,TGFB1,CAV1,1.3453723,0.0,0.9114121,0.65562050570093,1.3948782408695453,0.14456142,0.92756075,0.07762764502292402,0.19999040864604722,Keloid
Pericyte_SMC,Endothelial,LGALS3,ENG,1.1505518,0.0,1.275078,0.4750616573423295,0.9503373430504807,0.1094102,0.9380626,0.07762764502292402,0.20080080442240683,Keloid
Fibroblast,Myeloid,RPS19,C5AR1,1.3480011,1.0,0.90986484,0.1405535438894976,0.2934979774763461,0.12230684,0.92750365,1.0,0.20080080442240683,Keloid
Pericyte_SMC,Pericyte_SMC,CD99,CD81,1.1498367,0.0,1.1773415,0.13703908331098333,0.23466358342560523,0.03515368,0.935705,1.0,0.201612614360113,Keloid
Fibroblast,T_cell,VCAN,CD44,1.1497504,0.0,1.2987078,0.6457244181554705,1.4211781377171646,0.1355705,0.9385939,0.07762764502292402,0.20242583705831596,Keloid
Keratinocyte,Fibroblast,VEGFB,NRP1,0.21576227,0.97,0.04564953,-0.034401751780151424,-0.25371879186344903,0.023584956,0.7413138,1.0,0.20264520066407438,Keloid
Keratinocyte,Myeloid,B2M,CD1C,1.9964216,1.0,0.90727,0.139326743746023,0.2112217881004783,0.15160336,0.92740756,1.0,0.20324047111616636,Keloid
Endothelial,Pericyte_SMC,LGALS1,ITGB1,1.1488006,1.0,1.0903609,-0.07147568717239616,-0.5692374298726031,0.017576717,0.93335736,1.0,0.20324047111616636,Keloid
Fibroblast,Endothelial,TIMP2,ITGB1,1.1483809,0.0,1.2966787,0.3759205322941195,0.6115329795452626,0.06851703,0.9385488,0.213851713864393,0.20405655104805828,Keloid
Keratinocyte,Keratinocyte,APOE,LDLR,1.2036889,0.0,0.9023722,0.4561521805305008,0.2862296525800765,0.120001025,0.92722505,0.3405151362905457,0.20487400368456285,Keloid
Endothelial,Endothelial,COL6A2,ITGA2_ITGB1,0.21401225,1.0,0.045694984,-0.12396616763741836,-0.9504691721377174,0.015486863,0.74140924,1.0,0.20555506269609303,Keloid
Myeloid,Myeloid,HLA-DRB1,CD4,1.9531245,0.0,0.89841956,0.9788084626597991,2.3092266612064565,0.29677397,0.9270769,0.004658346125985412,0.20569286347810417,Keloid
Endothelial,Keratinocyte,COL1A2,CD44,1.1472116,1.0,1.3079492,-0.08026033740768038,-1.4134819365209583,0.02292525,0.9387979,1.0,0.2065131290278328,Keloid
Fibroblast,T_cell,TIMP2,CD44,1.1472085,0.0,1.2936373,0.5297863973174933,1.0956459031620214,0.10053251,0.9384811,0.07762764502292402,0.20733479893289916,Keloid
Pericyte_SMC,Pericyte_SMC,LGALS3,MCAM,1.1468936,0.0,1.2650458,0.4175849159002711,0.9917077189224826,0.0990174,0.9378327,0.07762764502292402,0.2081578717924536,Keloid
T_cell,Pericyte_SMC,GNAI2,CAV1,1.2374246,0.0,0.8938941,0.31063810562566574,0.6308887243073404,0.04553904,0.926906,0.5990480457864074,0.2081578717924536,Keloid
Fibroblast,Endothelial,COL15A1,ITGA2_ITGB1,0.21421476,0.0,0.04577749,0.1555105669549898,0.27446764255494077,0.0746301,0.7415821,0.5165287328727938,0.20846292207655642,Keloid
Myeloid,Pericyte_SMC,CD14,ITGB1,1.1459837,0.0,1.0811903,0.6909345775043271,1.7520654006133103,0.23737124,0.9330942,0.01507983732193393,0.20898234620564643,Keloid
Pericyte_SMC,Myeloid,APOE,LRP1,1.5523102,0.0,0.8926737,0.4776952826427462,0.9326383364478374,0.07574899,0.9268597,0.1483413499826807,0.20898234620564643,Keloid
Pericyte_SMC,Keratinocyte,HMGB1,SDC1,1.145955,0.0,1.0802531,0.5061632284328356,0.8206631193011856,0.12247895,0.9330671,0.07762764502292402,0.20980822077162808,Keloid
T_cell,Fibroblast,CD99,CD81,1.1434155,0.0,1.0844506,0.13156379000503743,0.22796388604555418,0.032380093,0.9331881,1.0,0.210635494089549,Keloid
Fibroblast,Myeloid,COPA,CD74,1.9270955,0.0,0.8922957,0.8618752892925224,2.0761899504948564,0.14542618,0.92684525,0.03227721081286615,0.210635494089549,Keloid
Keratinocyte,Fibroblast,SPTAN1,PTPRA,0.21786156,0.06,0.04601854,0.03098794793257119,-0.04310630588795461,0.033647057,0.742085,1.0,0.21136874753892337,Keloid
Endothelial,Fibroblast,VWF,ITGB1,1.1433132,0.0,1.148979,0.7014101302095654,1.3339215921467495,0.20969342,0.9349676,0.027249457989326695,0.2114641647585595,Keloid
Pericyte_SMC,Fibroblast,TIMP2,ITGB1,1.1413376,0.0,1.1428905,0.31134550051889787,0.570315656440364,0.0603908,0.93480587,0.3188360254966816,0.21312569254645097,Keloid
Pericyte_SMC,Fibroblast,COL6A1,CD44,1.2313653,0.0,0.88855034,0.138854279342362,-0.0695379968648906,0.030264705,0.9267026,1.0,0.2139585468636327,Keloid
Fibroblast,Endothelial,PTN,NCL,1.1409907,0.0,1.1599518,0.5342851104334562,1.2209706458470377,0.098689,0.93525594,0.07762764502292402,0.2139585468636327,Keloid
Fibroblast,Keratinocyte,LAMA2,ITGA2_ITGB1,0.21579614,0.0,0.04631255,0.3975149331323636,0.6170084320322857,0.28339016,0.74269396,0.07762764502292402,0.21427257172841235,Keloid
Pericyte_SMC,Pericyte_SMC,COL6A2,ITGA1_ITGB1,1.140543,0.0,0.96127766,0.6315700445318101,1.190544658969095,0.20619042,0.92933005,0.04498242858459384,0.21479279292850562,Keloid
Myeloid,Pericyte_SMC,COL3A1,ITGA1_ITGB1,1.1393764,0.96,0.9599763,0.25671513536948465,0.3752260854801529,0.09032297,0.9292855,1.0,0.21562842934022003,Keloid
Myeloid,Endothelial,ICAM1,CAV1,1.3383249,0.0,0.879088,0.4910419910687107,0.9496602763136657,0.07584827,0.92633814,0.14742707627919777,0.21646545469792644,Keloid
Pericyte_SMC,Keratinocyte,FN1,CD44,1.1389524,0.0,1.2904898,0.30695821486595837,0.3086092553392996,0.06239547,0.9384107,0.306809622451808,0.21646545469792644,Keloid
Myeloid,Keratinocyte,APP,LRP10,0.21685775,1.0,0.046331678,-0.09091651838050599,-0.3356161939064652,0.01807611,0.7427334,1.0,0.2171743634228422,Keloid
Fibroblast,T_cell,FBLN1,ITGB1,1.1388566,0.0,1.1181966,0.501373387762966,1.0629626797457692,0.078086585,0.93413705,0.13168134811546683,0.21730386760077514,Keloid
Myeloid,Myeloid,APP,CD74,1.9250152,0.0,0.87728894,0.671120845895344,1.6307165840726936,0.052946784,0.92626816,0.2601276847576466,0.21814370360722724,Keloid
T_cell,Pericyte_SMC,COL1A1,ITGA1_ITGB1,1.1379073,1.0,0.9583371,0.17342292084994726,-0.4593837209087498,0.07613581,0.9292293,1.0,0.218984887458673,Keloid
Fibroblast,Pericyte_SMC,FN1,SDC2,1.3650486,0.0,0.8745661,0.7518990827424581,1.6731799920865782,0.20293945,0.92616194,0.032053404847291585,0.218984887458673,Keloid
Endothelial,Fibroblast,SELE,CD44,1.2147518,0.0,0.87396085,0.6235496433085619,1.6374077190055099,0.09168154,0.9261383,0.07762764502292402,0.21982745465265066,Keloid
Keratinocyte,Endothelial,VEGFB,FLT1_KDR,0.21825385,0.0,0.046574894,0.2600804818964239,0.28755511560259606,0.11206252,0.7432333,0.3362627358986029,0.22007415522308676,Keloid
Fibroblast,Myeloid,HMGB1,CXCR4,1.135623,0.0,1.1507663,0.168224012146714,0.1690140567789783,0.046166245,0.9350148,0.6463657017752121,0.22067140378831057,Keloid
Myeloid,Endothelial,COL1A1,ITGA5,1.2790024,1.0,0.8707499,0.15866558325676985,0.0738556286007509,0.07263045,0.9260123,1.0,0.22151673346480327,Keloid
Pericyte_SMC,Pericyte_SMC,GAS6,AXL,0.21617776,0.0,0.046717163,0.13733151397471854,0.3273202835074031,0.066353835,0.74352425,0.6111792980143052,0.22297191595129412,Keloid
Pericyte_SMC,Endothelial,APOE,LDLR,1.5479347,0.0,0.8683105,0.5670790828199334,1.129461817128286,0.11547137,0.9259162,0.07762764502292402,0.22321152883688827,Keloid
Pericyte_SMC,Endothelial,COL4A2,CD93,1.1332585,0.0,1.1130837,0.9792513335244075,2.08918477401992,0.3993205,0.93399596,0.0008498160040263976,0.22321152883688827,Keloid
Pericyte_SMC,Myeloid,COL1A2,CD93,1.681014,0.0,0.8681242,0.23445285663928275,0.0233530840318657,0.055942494,0.92590886,0.881673440562064,0.22406099173078137,Keloid
Pericyte_SMC,Pericyte_SMC,COL4A2,CD44,1.1332483,0.0,1.1130524,0.5849040981185438,1.37855040043688,0.10861072,0.93399507,0.07762764502292402,0.22406099173078137,Keloid
Myeloid,Endothelial,TIMP1,CD63,1.132788,1.0,1.2686992,-0.11245791810625597,-0.4652172599784994,0.022429366,0.93791676,1.0,0.22491182956210864,Keloid
Myeloid,Fibroblast,CD99,CD81,1.1324111,0.0,1.0488935,0.12262137721557788,0.1573007353239002,0.031318408,0.9321413,1.0,0.22576404093002067,Keloid
Keratinocyte,Keratinocyte,TGS1,RXRA,0.21971568,0.0,0.046827126,0.29452800574586535,0.3583362693058857,0.14739023,0.7437483,0.2261654854629782,0.2258676781640243,Keloid
Fibroblast,Fibroblast,POSTN,PTK7,1.4938319,0.0,0.8566966,0.7442439391644565,1.7360639772225364,0.2184588,0.925453,0.022356292528061827,0.22832890224476837,Keloid
Myeloid,Pericyte_SMC,F13A1,ITGB1,1.131208,0.0,1.0330883,0.7042189666213168,1.7636838343256178,0.2609131,0.9316595,0.011662952750069715,0.22832890224476837,Keloid
Endothelial,Fibroblast,PROS1,AXL,0.21733949,0.0,0.047156066,0.20710943781334873,0.3681696811914544,0.09951679,0.74441487,0.30209560575481414,0.22876141072772377,Keloid
Fibroblast,Fibroblast,COL14A1,CD44,1.1927387,0.0,0.85462964,0.4488500876947116,0.7012636619061527,0.055245344,0.9253696,0.4034151001827362,0.2291865937505228,Keloid
Keratinocyte,Keratinocyte,HMGB1,SDC1,1.1308076,0.0,1.0601588,0.49462764597471476,0.5595584498771634,0.12020067,0.93247837,0.08007096608811086,0.2291865937505228,Keloid
Fibroblast,Endothelial,MDK,NCL,1.1294463,0.0,1.1423053,0.5411451296731017,1.1460752023716476,0.096531704,0.93479025,0.07762764502292402,0.23090607495819193,Keloid
Endothelial,Endothelial,BGN,LY96,0.21780793,1.0,0.04722212,-0.1161346820965242,-0.5464594417776902,0.014404018,0.744548,1.0,0.2316531461546696,Keloid
Myeloid,Myeloid,TNFSF13B,HLA-DPB1,1.659579,0.0,0.84138995,1.1449295819312546,2.8082654753589997,0.57998705,0.9248287,2.4259396806693206e-05,0.23176786185840736,Keloid
Endothelial,Myeloid,COL1A1,CD44,1.1269304,1.0,1.1674117,-0.20647618356730588,-1.512869064697898,0.018114856,0.9354497,1.0,0.23349555929274063,Keloid
Fibroblast,Fibroblast,FN1,ITGAV_ITGB1,1.3574529,0.0,0.8387226,0.6794587952196491,1.4728128655963797,0.14822339,0.92471826,0.07762764502292402,0.23349555929274063,Keloid
Pericyte_SMC,Pericyte_SMC,LUM,ITGB1,1.1262403,0.0,1.0169158,0.19008976035819453,0.19963944496644448,0.03734867,0.9311555,1.0,0.23436142903952284,Keloid
Keratinocyte,Pericyte_SMC,GAS6,AXL,0.21750733,0.0,0.047281485,0.13952508202717273,0.17385720567112828,0.06715536,0.7446674,0.5980361372357693,0.23454285335557584,Keloid
Pericyte_SMC,Endothelial,GNAI2,CAV1,1.3279991,0.0,0.83172697,0.3652561076734189,0.6394639625356711,0.042371962,0.9244262,0.5990480457864074,0.23522865691348238,Keloid
