source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,condition
Fibroblast,Endothelial,FN1,ITGA5_ITGB1,1.3818663,0.0,0.9539265,0.8138156533614482,1.7426248460478688,0.24792929,0.9290775,0.012431518158023838,0.17864936047615468,Keloid
Endothelial,Fibroblast,HSPG2,ITGB1,1.1770984,0.0,1.2531078,0.5639784697664219,1.0960371812745295,0.1245865,0.93755573,0.07762764502292402,0.17942104431112565,Keloid
Fibroblast,Fibroblast,POSTN,ITGAV_ITGB5,1.5109217,0.0,0.94783187,0.6460370749146649,1.566294522692551,0.13277832,0.928866,0.07762764502292402,0.18019418013044425,Keloid
Fibroblast,Myeloid,FN1,C5AR1,1.3774686,0.0,0.9331741,0.9218620055595275,1.9956971494909572,0.43221033,0.92834944,0.0004009217402910148,0.18643137001955357,Keloid
Fibroblast,Pericyte_SMC,ADAM12,ITGB1,1.1654906,0.0,1.1446946,0.6437517550618339,1.3266177161459707,0.16722931,0.9348539,0.06871431038004548,0.18800508927583426,Keloid
Fibroblast,Pericyte_SMC,CXCL12,ITGB1,1.1634463,0.0,1.1380395,0.5338714319837918,1.3596351473834996,0.12705897,0.9346761,0.07762764502292402,0.19037647382402,Keloid
Fibroblast,Fibroblast,FN1,PLAUR,1.3746312,0.0,0.91978455,0.605450859413729,1.1932851326622755,0.107221395,0.9278673,0.07762764502292402,0.19595969121418366,Keloid
Fibroblast,Endothelial,VCAN,ITGB1,1.1509228,0.0,1.3017613,0.49185855313209675,0.9370652141004057,0.092396855,0.9386615,0.07762764502292402,0.19999040864604722,Keloid
T_cell,Endothelial,TGFB1,CAV1,1.3453723,0.0,0.9114121,0.65562050570093,1.3948782408695453,0.14456142,0.92756075,0.07762764502292402,0.19999040864604722,Keloid
Endothelial,Pericyte_SMC,LGALS1,ITGB1,1.1488006,1.0,1.0903609,-0.07147568717239616,-0.5692374298726031,0.017576717,0.93335736,1.0,0.20324047111616636,Keloid
Fibroblast,Endothelial,TIMP2,ITGB1,1.1483809,0.0,1.2966787,0.3759205322941195,0.6115329795452626,0.06851703,0.9385488,0.213851713864393,0.20405655104805828,Keloid
Myeloid,Pericyte_SMC,CD14,ITGB1,1.1459837,0.0,1.0811903,0.6909345775043271,1.7520654006133103,0.23737124,0.9330942,0.01507983732193393,0.20898234620564643,Keloid
Endothelial,Fibroblast,VWF,ITGB1,1.1433132,0.0,1.148979,0.7014101302095654,1.3339215921467495,0.20969342,0.9349676,0.027249457989326695,0.2114641647585595,Keloid
Pericyte_SMC,Fibroblast,TIMP2,ITGB1,1.1413376,0.0,1.1428905,0.31134550051889787,0.570315656440364,0.0603908,0.93480587,0.3188360254966816,0.21312569254645097,Keloid
Pericyte_SMC,Keratinocyte,FN1,CD44,1.1389524,0.0,1.2904898,0.30695821486595837,0.3086092553392996,0.06239547,0.9384107,0.306809622451808,0.21646545469792644,Keloid
Fibroblast,T_cell,FBLN1,ITGB1,1.1388566,0.0,1.1181966,0.501373387762966,1.0629626797457692,0.078086585,0.93413705,0.13168134811546683,0.21730386760077514,Keloid
Fibroblast,Pericyte_SMC,FN1,SDC2,1.3650486,0.0,0.8745661,0.7518990827424581,1.6731799920865782,0.20293945,0.92616194,0.032053404847291585,0.218984887458673,Keloid
Fibroblast,Fibroblast,POSTN,PTK7,1.4938319,0.0,0.8566966,0.7442439391644565,1.7360639772225364,0.2184588,0.925453,0.022356292528061827,0.22832890224476837,Keloid
Myeloid,Pericyte_SMC,F13A1,ITGB1,1.131208,0.0,1.0330883,0.7042189666213168,1.7636838343256178,0.2609131,0.9316595,0.011662952750069715,0.22832890224476837,Keloid
Fibroblast,Fibroblast,FN1,ITGAV_ITGB1,1.3574529,0.0,0.8387226,0.6794587952196491,1.4728128655963797,0.14822339,0.92471826,0.07762764502292402,0.23349555929274063,Keloid
Pericyte_SMC,Pericyte_SMC,LUM,ITGB1,1.1262403,0.0,1.0169158,0.19008976035819453,0.19963944496644448,0.03734867,0.9311555,1.0,0.23436142903952284,Keloid
Fibroblast,Fibroblast,ADAM12,ITGB1,1.1221405,0.0,1.0837234,0.609589201608923,1.114355596404108,0.15832199,0.93316716,0.07762764502292402,0.23696718143953505,Keloid
Fibroblast,Fibroblast,CXCL12,ITGB1,1.1200962,0.0,1.0774227,0.4997088785308811,1.1473730276416374,0.120291285,0.9329851,0.07762764502292402,0.2413371619207973,Keloid
Myeloid,Myeloid,TGFB1,LPP,0.21832986,1.0,0.04763503,-0.03454719407048131,-0.171957119484412,0.022123814,0.74537504,1.0,0.2460816045793257,Keloid
T_cell,Pericyte_SMC,TGFB1,CAV1,1.2165854,0.0,0.8090472,0.5617215117859582,1.1802632410605238,0.12832507,0.92345476,0.07762764502292402,0.2466255714615213,Keloid
T_cell,Endothelial,LGALS1,ITGB1,1.1140033,1.0,1.2279428,-0.15452751525791034,-0.5419497139298781,0.01979455,0.93695927,1.0,0.247511705020791,Keloid
Pericyte_SMC,T_cell,FN1,CD44,1.10916,0.0,1.21774,0.27957280011780117,0.5180780499108363,0.058878005,0.93671244,0.3362627358986029,0.2546484804592927,Keloid
Endothelial,Fibroblast,LGALS1,ITGB1,1.1054506,1.0,1.0322838,-0.10563824062530691,-0.7814995496144654,0.016640509,0.9316347,1.0,0.25644596141165743,Keloid
Myeloid,Fibroblast,CD14,ITGB1,1.1026337,0.0,1.0236018,0.6567720240514163,1.539803280871448,0.22472787,0.93136525,0.024725142400367682,0.26005678938009563,Keloid
T_cell,Keratinocyte,POSTN,ITGAV_ITGB5,0.23574749,1.0,0.04804802,-0.25556071335226155,-1.219726537410506,0.008220543,0.74619335,1.0,0.2633294803867343,Keloid
Keratinocyte,Pericyte_SMC,LGALS1,ITGB1,1.087972,1.0,0.8923347,-0.10729355475943364,-0.5328193489208801,0.014384518,0.9268468,1.0,0.2728601448411232,Keloid
Myeloid,Fibroblast,F13A1,ITGB1,1.087858,0.0,0.9780618,0.670056413168406,1.5514217145837554,0.2470158,0.92989635,0.02122886262680728,0.27378444709406086,Keloid
Pericyte_SMC,Fibroblast,LUM,ITGB1,1.0828902,0.0,0.96275073,0.15592720690528378,-0.012622674775417897,0.035359327,0.9293803,1.0,0.2793574788792723,Keloid
T_cell,T_cell,TGFB1,CXCR4,1.1476314,0.0,0.7542399,0.8968896183952184,2.1037886103770926,0.25663424,0.92093843,0.01045176882509365,0.2840370733044285,Keloid
Pericyte_SMC,Myeloid,FN1,PLAUR,1.0788591,0.0,1.1437485,0.5378338694465665,1.1685185740838588,0.13332939,0.9348287,0.07762764502292402,0.2849768410336501,Keloid
Myeloid,Pericyte_SMC,VEGFA,ITGB1,1.0774302,0.0,0.85801584,0.46768086624998967,1.1267327723920102,0.10953311,0.92550606,0.07762764502292402,0.28686021412948687,Keloid
Fibroblast,Myeloid,FBLN1,ITGB1,1.0761862,0.0,0.9224514,0.45198474514022163,0.8206142884619673,0.06441718,0.9279641,0.25927577694216813,0.2878038166944028,Keloid
